ticker,year,cluster,is_noise,theme_label
AAPL,2021,0,False,"AAPL, COST, PEP"
ABBV,2021,5,False,"ABBV, TMO"
ABT,2021,6,False,"ABT, JNJ, MRK, UNH"
ACN,2021,10,False,"ACN, NVDA"
ADBE,2021,-1,True,noise
AMD,2021,1,False,"AMD, MA, NEE"
AMZN,2021,8,False,"AMZN, AVGO"
AVGO,2021,8,False,"AMZN, AVGO"
BAC,2021,17,False,"BAC, WFC, WMT"
BRK-B,2021,9,False,"BRK-B, MS, ORCL"
COST,2021,0,False,"AAPL, COST, PEP"
CRM,2021,11,False,"CRM, KO, META"
CSCO,2021,-1,True,noise
CVX,2021,16,False,"CVX, LIN, XOM"
DIS,2021,-1,True,noise
GE,2021,7,False,"GE, HD, IBM"
GOOGL,2021,3,False,"GOOGL, TSLA"
GS,2021,2,False,"GS, JPM"
HD,2021,7,False,"GE, HD, IBM"
IBM,2021,7,False,"GE, HD, IBM"
INTU,2021,4,False,"INTU, TXN"
JNJ,2021,6,False,"ABT, JNJ, MRK, UNH"
JPM,2021,2,False,"GS, JPM"
KO,2021,11,False,"CRM, KO, META"
LIN,2021,16,False,"CVX, LIN, XOM"
LLY,2021,-1,True,noise
MA,2021,1,False,"AMD, MA, NEE"
MCD,2021,15,False,"MCD, PG"
META,2021,11,False,"CRM, KO, META"
MRK,2021,6,False,"ABT, JNJ, MRK, UNH"
MS,2021,9,False,"BRK-B, MS, ORCL"
MSFT,2021,14,False,"MSFT, NFLX"
NEE,2021,1,False,"AMD, MA, NEE"
NFLX,2021,14,False,"MSFT, NFLX"
NVDA,2021,10,False,"ACN, NVDA"
ORCL,2021,9,False,"BRK-B, MS, ORCL"
PEP,2021,0,False,"AAPL, COST, PEP"
PG,2021,15,False,"MCD, PG"
PM,2021,12,False,"PM, QCOM"
QCOM,2021,12,False,"PM, QCOM"
RTX,2021,13,False,"RTX, SPGI, V"
SPGI,2021,13,False,"RTX, SPGI, V"
TMO,2021,5,False,"ABBV, TMO"
TSLA,2021,3,False,"GOOGL, TSLA"
TXN,2021,4,False,"INTU, TXN"
UNH,2021,6,False,"ABT, JNJ, MRK, UNH"
V,2021,13,False,"RTX, SPGI, V"
WFC,2021,17,False,"BAC, WFC, WMT"
WMT,2021,17,False,"BAC, WFC, WMT"
XOM,2021,16,False,"CVX, LIN, XOM"
