ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,theme_15,theme_16,best_theme,best_score
MSFT,2019,2.8358398217310003e-308,2.5338542803302396e-308,3.08836211536029e-308,7.2394990691262e-308,4.7362438942858e-308,3.2983331647597707e-308,3.4449893446910134e-308,3.0000761947140605e-308,2.78807854292762e-308,4.411668629017006e-308,3.9849929606068004e-308,8.949533338966549e-308,8.785587229133563e-308,8.544468230132847e-308,1.6301449844718656e-307,1.906580813489164e-307,1.0,theme_16,1.0
NEE,2019,1.7600678428286261e-307,1.0,2.8700661222994544e-308,5.230906498629245e-308,4.471220619739211e-308,6.560862146230911e-308,2.023484856296545e-308,1.7720898802562957e-308,1.6831067092493666e-308,1.8993946477292417e-308,2.1171785928674353e-308,2.698127153615152e-308,2.6091615025457897e-308,2.1109794263427626e-308,2.3391862261450026e-308,2.178100957945149e-308,2.58899018171541e-308,theme_1,1.0
NFLX,2019,9.07764527203308e-308,6.392237313805643e-308,4.600615516485705e-308,1.0,9.84767088291652e-308,9.546586109977337e-308,3.2713581175080413e-308,2.7827689554386336e-308,2.593805125726258e-308,3.1284128991318135e-308,3.6018687342934987e-308,6.36093690792498e-308,5.345667817245745e-308,4.1005965807884403e-308,4.997040435531282e-308,4.561561138100483e-308,6.336930109619403e-308,theme_3,1.0
NVDA,2019,2.501504990800187e-308,2.2375410364858413e-308,2.776317917762586e-308,5.825727015577247e-308,4.1887629587200784e-308,2.9297972574657906e-308,3.2637420884312286e-308,2.8115187887067133e-308,2.5849491579117816e-308,4.4092107725972863e-308,3.6299740827563946e-308,6.987122937727152e-308,7.20283536755769e-308,9.589000738166122e-308,1.504627026849694e-307,1.0,1.810111933190952e-307,theme_15,1.0
ORCL,2019,0.02459795710536887,0.022439226557706853,0.025474716911887057,0.05724418640503384,0.038753425511580175,0.028365250675710187,0.02741330569405367,0.023984008231595123,0.02228173743163612,0.033390213799727224,0.03212761664815749,0.05988113815215114,0.07698539055643432,0.059629879377995555,0.15011755640434596,0.1087307400748557,0.1684188150677438,theme_16,0.1684188150677438
PEP,2019,0.22217093578887653,0.1521361031972181,0.03378815950875897,0.06321357719819112,0.04938046060874492,0.07017829312968184,0.021311498058067892,0.01878845753652805,0.017723706675262584,0.019845757119780084,0.022743136027985007,0.02954345326806014,0.027542927882684014,0.021849323608440063,0.024693738060810256,0.022558230923373453,0.027730706207222986,theme_0,0.22217093578887653
PG,2019,2.275235434915334e-308,2.0892673956227653e-308,4.687187444019203e-308,3.577252844542391e-308,3.7857928642904674e-308,2.9237320857380055e-308,1.2131851511077523e-307,7.910824198296131e-308,5.833012360276726e-308,1.0008158848939027e-307,1.0,5.997194551373178e-308,5.751916035819801e-308,4.794381200839594e-308,4.501634321400015e-308,4.006623112236729e-308,3.961051842411614e-308,theme_10,1.0
PM,2019,2.2248174678623116e-308,2.039808054961923e-308,5.390870318469271e-308,3.2915292711023933e-308,3.432353266904692e-308,2.7986621947985504e-308,1.1063444049071911e-307,1.0899817617100621e-307,7.042107521079734e-308,8.671406488741621e-308,1.0,5.14046299698188e-308,4.555808084533105e-308,4.1452720057914197e-308,3.90224401095891e-308,3.5629401894484606e-308,3.617513170460161e-308,theme_10,1.0
QCOM,2019,0.15244795803523695,0.09273076124434364,0.029863379444429166,0.07169053713647285,0.044674860557900355,0.05712084066328646,0.020162907795360747,0.017998470768586964,0.017134013720862432,0.019044289326099598,0.021800309301706164,0.03018868111318497,0.02699573214674726,0.021680447774152893,0.025255776144379655,0.023526783603322804,0.029695917465517696,theme_0,0.15244795803523695
RTX,2019,0.016603402731291676,0.015311763357067383,0.031108231328321537,0.026627140338759576,0.028705337331560873,0.021401202466989018,0.10951525630718174,0.05527694530987106,0.0408016699094967,0.1257989951762818,0.15461532485762988,0.04208175323996323,0.044555477534216854,0.04446271007770424,0.03579588459106603,0.034295495747234776,0.030100527837326453,theme_10,0.15461532485762988
SPGI,2019,0.01404146950877293,0.012269398220828226,0.03523177211752356,0.023852671621608007,0.022871568023147482,0.017652140920331055,0.023460204415158566,0.02129317225167115,0.01755116730248176,0.02270460556861378,0.0334900300004085,0.03318219998821951,0.026922752913802018,0.02230701571463768,0.026654159846396318,0.020822506061579343,0.024688721754101604,theme_2,0.03523177211752356
TMO,2019,2.121013702714562e-308,1.9486138196519294e-308,3.505405889376865e-308,3.4590490459308573e-308,3.5416590590511113e-308,2.638270018761868e-308,9.306766270080643e-308,6.599887910870413e-308,5.483412168080171e-308,1.0,8.618952556883449e-308,5.130895060593175e-308,5.101344589010343e-308,8.177083446357861e-308,4.882569301665143e-308,5.500154034298712e-308,4.491378055376191e-308,theme_9,1.0
TSLA,2019,2.0876239014406767e-308,1.9040926818830905e-308,2.6624956773853407e-308,4.1070998195234137e-308,3.922534335359065e-308,2.6291099583811233e-308,4.254254924227321e-308,3.184272497725437e-308,2.811908875507743e-308,6.901111708111251e-308,4.311385833689938e-308,5.616236293113605e-308,6.856718656808346e-308,1.0,7.369012177393389e-308,1.3223801322835976e-307,6.755987255040311e-308,theme_13,1.0
TXN,2019,0.024844481873133106,0.022629345701250858,0.0330853628326136,0.05096768442764203,0.06600706228928566,0.03685791813209788,0.05388311382311703,0.032831767894315626,0.02835113378487011,0.057505512887820194,0.0501293284669706,0.06851927298835504,0.08173805377398051,0.09683613275381046,0.05625541087329733,0.06574317665258765,0.0519446686846088,theme_13,0.09683613275381046
UNH,2019,1.7628594522922305e-308,1.632020722102486e-308,3.5572331888733263e-308,2.3602763285344863e-308,2.345796921741792e-308,2.043915044307745e-308,5.946263650973294e-308,1.715398149998574e-307,1.0,5.194153508095067e-308,6.553592860255934e-308,3.4631141951096307e-308,2.850482563332252e-308,3.0816322131734665e-308,2.792283653953119e-308,2.73072937606049e-308,2.7111012159526224e-308,theme_8,1.0
V,2019,0.1824517863332206,0.12421933283253513,0.03372346745133634,0.05918546786871248,0.044307082844964214,0.06012514378671558,0.021118184595302045,0.018999448625750637,0.018007706323895662,0.019818350817358426,0.022415961016329138,0.02883932511373525,0.0263704090621086,0.02182940947517967,0.024380979034889425,0.022872224318549298,0.02788045686952676,theme_0,0.1824517863332206
WFC,2019,0.028018265109080766,0.025603601275464884,0.1897668339097067,0.034252944213239496,0.03586537171413768,0.03349849746713724,0.055597694247419886,0.06529073220697797,0.052477083085843874,0.04575137651282546,0.07974513516235449,0.04282326079352357,0.03820354804742741,0.0344442566790133,0.03516608431616292,0.031542758661948035,0.03439293248363178,theme_2,0.1897668339097067
WMT,2019,1.662625906968385e-307,1.0,2.8267047234715244e-308,5.403726296902276e-308,4.273969866019378e-308,5.915680180640259e-308,1.9898598694168747e-308,1.761269442543754e-308,1.6730604075790687e-308,1.8868168016927596e-308,2.110404784567892e-308,2.734282662967237e-308,2.6272069129757643e-308,2.1334904568959305e-308,2.432343260919451e-308,2.243201725489576e-308,2.6818343665679093e-308,theme_1,1.0
XOM,2019,1.987002259993604e-308,1.8638653001714116e-308,3.87451199873549e-308,2.862468219190184e-308,3.2080061676803056e-308,2.5693870655166317e-308,1.0,8.832453071308833e-308,6.150760776098106e-308,1.4612901878123936e-307,1.0867376101539861e-307,4.1307509169242216e-308,4.0373614409370016e-308,4.2595422130305805e-308,3.314966765008553e-308,3.3987509319005883e-308,3.078384618992284e-308,theme_6,1.0
