ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,best_theme,best_score
LIN,2021,0.025974732616368675,0.031698744497886046,0.05137228531064826,0.0527609603301912,0.08304913598612665,0.04230011049430444,0.029447231400773512,0.028649916473177713,0.027009693765240927,0.024085644800655504,0.02552186147649776,0.030316765999565336,0.02837082864177986,0.030540913081004224,theme_4,0.08304913598612665
LLY,2021,0.05019876063948107,0.04763496220281082,0.062491048339950755,0.052419762546205735,0.04598617792767881,0.050306986374703926,0.04479207333358066,0.04817304139733823,0.12080913767658051,0.0643027216415454,0.08583525270174043,0.08303892276594066,0.06580419509760446,0.13679274088351023,theme_13,0.13679274088351023
MA,2021,5.457307187665894e-308,3.471782294674618e-308,3.6869189477670264e-308,3.192101157212849e-308,3.1291464051397317e-308,3.8611957476038755e-308,3.610550315958709e-308,4.212116848210571e-308,8.45202436163894e-308,1.0619444519405868e-307,1.0,5.010856037107763e-308,4.2307881057379746e-308,7.288143202739605e-308,theme_10,1.0
MCD,2021,3.265513535476565e-308,1.0,4.865292781289553e-308,3.014370964499935e-308,3.637105931915813e-308,3.9068753849375575e-308,2.882529450237743e-308,3.9336951682285923e-308,3.359954767658411e-308,3.063682377067254e-308,3.10348750052547e-308,4.018446142003763e-308,3.5075250532680143e-308,3.0853475881309895e-308,theme_1,1.0
META,2021,0.03736173486234069,0.03827591571975218,0.027686999482801785,0.022850747258025952,0.03335082823184043,0.044551709507233736,0.03789488235801766,0.06415067163621899,0.05120652726589492,0.046695927925528555,0.04494301633132519,0.06242631464197019,0.06205803324864805,0.06378315934934488,theme_7,0.06415067163621899
MRK,2021,0.04287642519276013,0.04354280197015131,0.08908586167836463,0.19469525143505628,0.053363657578121004,0.04642553815262463,0.03949059935487607,0.03898884952371292,0.055055303337405215,0.04232432706757469,0.049934783688390175,0.05428067804057996,0.04344830037171613,0.06243597876125019,theme_3,0.19469525143505628
MS,2021,0.04662583804686226,0.24133803182071403,0.05806883688966464,0.0394761787907484,0.05437960467994241,0.06286415517008839,0.04127206697666556,0.060234573814889156,0.043639966101239394,0.04146210925487496,0.04149565374851209,0.05300592155890045,0.04813378930270049,0.04237479482242826,theme_1,0.24133803182071403
MSFT,2021,4.97232145424028e-308,5.155028809433442e-308,3.563969547325681e-308,3.025211709840834e-308,5.096535060420561e-308,9.318801409433543e-308,7.877640824647615e-308,1.0,5.787040075791847e-308,5.026546570149218e-308,4.3280791462763457e-308,5.221777767857773e-308,6.730073131126882e-308,4.803462235675934e-308,theme_7,1.0
NEE,2021,4.091313458267546e-308,5.315525945677127e-308,5.544425689623042e-308,3.834590876955151e-308,4.3686254907251734e-308,4.57954889363796e-308,3.4590316770804233e-308,4.312305389648983e-308,5.700903931985721e-308,4.393170274850815e-308,4.923207815459249e-308,1.0,9.20915901273239e-308,6.59136104147641e-308,theme_11,1.0
NFLX,2021,0.054251977122790104,0.04264796096280794,0.0382604132086321,0.030246503700098758,0.03285620225172446,0.04141228615384479,0.038484350338097224,0.04692939041537914,0.0794142797992781,0.12579824842231682,0.09785019383964087,0.05846757214290605,0.045694729439975997,0.06320086593512816,theme_9,0.12579824842231682
NVDA,2021,3.629647812310559e-308,3.789174755203786e-308,3.3251106793674326e-308,2.7793130687581135e-308,4.542888800070372e-308,4.855130466578606e-308,5.308125672265077e-308,6.250626853903473e-308,5.288845513084979e-308,4.127433794580311e-308,4.128640194111244e-308,5.871979657836086e-308,1.0,6.502270494098987e-308,theme_12,1.0
ORCL,2021,6.37811816680655e-308,3.3342669103560486e-308,3.193207200687961e-308,2.724116598292769e-308,3.1081592092912146e-308,4.339547352567075e-308,3.8864817287830264e-308,5.729130962100321e-308,5.789219184890206e-308,1.0,1.1333913899561189e-307,4.2104298965484726e-308,3.880661151865149e-308,4.660206192319353e-308,theme_9,1.0
PEP,2021,4.1984906375268784e-308,5.330581809071902e-308,4.0485582772081374e-308,3.116325172680936e-308,3.8097647917040673e-308,4.503838914045468e-308,3.5618741311671835e-308,5.029841956722124e-308,6.23301235341125e-308,4.670315191463447e-308,5.299509495595451e-308,1.0,9.110402878892322e-308,8.091443703825993e-308,theme_11,1.0
PG,2021,0.038120910941111225,0.08358528167304828,0.16125860013643092,0.057114922046763834,0.07112798781839923,0.05358263850634342,0.03894525635542119,0.04695336671574321,0.046300114386421384,0.03746075118482985,0.04098718735918146,0.06094030681701595,0.05345568705911227,0.0495757972199502,theme_2,0.16125860013643092
