ticker,year,x,y,cluster
A,2021,11.300102,8.310325,-1
AAPL,2021,13.302595,8.6055765,-1
ABBV,2021,11.15125,7.097064,16
ABNB,2021,13.787711,9.184624,10
ABT,2021,11.385998,7.4228463,17
ACGL,2021,16.124268,6.6586514,-1
ACN,2021,14.773058,11.199078,22
ADBE,2021,13.278007,10.687002,21
ADI,2021,12.121712,10.324395,20
ADM,2021,12.739544,8.264152,-1
ADP,2021,14.506699,11.219781,22
ADSK,2021,12.725834,10.125826,20
AEE,2021,9.931801,11.302162,12
AEP,2021,9.803913,11.176734,12
AES,2021,9.977245,11.200737,12
AFL,2021,15.735176,12.093112,8
AIG,2021,15.743372,12.154057,8
AIZ,2021,16.322395,6.07757,6
AJG,2021,15.525807,12.187762,8
AKAM,2021,13.341356,10.066637,-1
ALB,2021,12.3467865,8.371713,-1
ALGN,2021,11.364821,7.071911,16
ALL,2021,11.378337,13.227611,11
ALLE,2021,12.825283,9.739888,-1
AMAT,2021,-1.7572466,2.6252286,0
AMCR,2021,16.27344,6.9523807,4
AMD,2021,12.601772,10.469236,-1
AME,2021,11.475942,9.424554,14
AMGN,2021,11.167772,12.894775,11
AMP,2021,15.433323,11.248873,22
AMT,2021,14.621377,9.636322,-1
AMZN,2021,13.758825,7.207516,3
ANET,2021,13.015364,10.890744,21
AON,2021,15.033726,11.421108,22
AOS,2021,11.719713,8.631559,14
APA,2021,-1.6626753,2.616072,0
APD,2021,10.725416,9.817184,13
APH,2021,11.386198,12.856494,11
APP,2021,13.326808,10.495919,21
APTV,2021,12.167017,9.704197,14
ARE,2021,16.229177,5.765742,5
ARES,2021,16.528692,5.8330817,5
ATO,2021,9.905863,11.039231,12
AVB,2021,16.644485,6.032281,-1
AVGO,2021,12.359388,10.473417,20
AVY,2021,12.481983,8.413248,18
AWK,2021,16.788986,6.2072897,6
AXON,2021,12.836621,9.798779,-1
AXP,2021,14.280611,10.924065,22
AZO,2021,11.087786,12.848583,11
BA,2021,11.393325,9.77587,15
BAC,2021,16.478792,10.378462,2
BALL,2021,12.8642025,8.382234,18
BAX,2021,11.910739,7.592874,17
BBY,2021,13.835572,8.222402,19
BDX,2021,11.357442,7.590517,17
BEN,2021,15.482397,11.180059,22
BF-B,2021,16.610334,6.53783,6
BIIB,2021,15.986377,6.8516326,4
BK,2021,16.262726,10.569515,2
BKNG,2021,13.664712,9.18762,10
BKR,2021,10.841018,9.563106,-1
BLDR,2021,12.613096,9.064074,14
BMY,2021,11.241006,12.867671,11
BR,2021,14.778467,11.123274,22
