ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,theme_15,theme_16,theme_17,theme_18,theme_19,theme_20,theme_21,best_theme,best_score
L,2023,0.0028709081157487016,0.293711578593722,0.020526804574299014,0.015158998431964001,0.014813116381765426,0.011916023755045817,0.013785310905098937,0.015042491546783566,0.012164591259484422,0.02094174594581447,0.012393819920055305,0.012647751565995555,0.015306662012471803,0.011783421081073922,0.015682132491413772,0.014213614079249128,0.01309015924643511,0.013919301042531158,0.012143268704840416,0.014195186387426652,0.014995429720501106,0.015615904180621757,theme_1,0.293711578593722
LDOS,2023,4.78207819994146e-309,2.5681024591275357e-308,2.0461143501436436e-308,9.488619318890333e-308,2.752389599038903e-308,5.217621563651298e-308,1.3682578121891546e-308,1.3968667826066813e-308,4.4228360673702477e-308,8.759750352555687e-308,3.8735120414655306e-308,4.985110793071035e-308,4.3689223469594806e-308,2.610105892067538e-308,8.171336713246441e-308,1.0,4.017097907071518e-308,3.4029432831600866e-308,6.121833499990587e-308,1.1651534936145137e-307,5.259662358967471e-308,3.959896821132018e-308,theme_15,1.0
LEN,2023,0.0027083432044569373,0.014776665202159665,0.015534706817676193,0.03018599063829584,0.033658639810073596,0.03073863806735084,0.010753836332468557,0.010938478437937542,0.02549620198953798,0.03464292660309137,0.030030528671195017,0.029335098237649855,0.136796813684893,0.02300309068722797,0.051457376808803634,0.026126271907958933,0.035456009896284425,0.038844733832886204,0.028804831232084674,0.03267632825847784,0.03702458254709982,0.028247567236597267,theme_12,0.136796813684893
LH,2023,0.0031208146179933713,0.017388113144607916,0.016229103330456456,0.04100714145063382,0.026609048418866604,0.03820153268025761,0.01137917060193798,0.011553166981940859,0.04424398516910382,0.05744531465032319,0.049143876907357276,0.04988284629898831,0.07980064470080714,0.020575852697538935,0.20085764347602572,0.03978148912742823,0.02913341254001066,0.02895142817093452,0.032362894314401515,0.04127649997915619,0.05995739007305735,0.03476101082528211,theme_14,0.20085764347602572
LHX,2023,0.003517290150398929,0.017144242892469908,0.018483458058186023,0.011643891012890454,0.01631602308870556,0.010556364998604462,0.2594824269020473,0.1317050059759334,0.011548878976000872,0.012923084456668496,0.012335588898921867,0.011435473957619182,0.014485880361999413,0.012788950237831104,0.012771489701614586,0.010369777118034681,0.01198510340607784,0.013775957701386989,0.010330610715732255,0.010920672956937378,0.012392828638416188,0.01359328094143822,theme_6,0.2594824269020473
LII,2023,0.0031246704773425157,0.018056707467473766,0.01451082932290814,0.0754632167504334,0.02150740537483963,0.042596101093665246,0.01008705783288527,0.010310007070305077,0.03643155951511025,0.10077687562878648,0.03336101289610307,0.04279310370633027,0.04030601065135873,0.019339069455550917,0.145476560920344,0.06493284707177181,0.030034851739766433,0.02619191969128716,0.043987808985037784,0.06929823399085183,0.0819440263709303,0.04274131659201018,theme_14,0.145476560920344
LIN,2023,4.793068230951837e-309,3.7833613203831357e-308,2.4845787342520104e-308,8.719090158865083e-308,3.4031029888880255e-308,4.920571840996169e-308,1.6832775692588013e-308,1.7353355673494126e-308,5.602922432123076e-308,1.0,5.11640282923503e-308,6.143933075307357e-308,5.57297004922573e-308,2.917833364345647e-308,1.1927301389574704e-307,8.854577435099042e-308,4.0662004187269755e-308,3.824694864553693e-308,4.952208770682137e-308,7.369226105532841e-308,8.435238248933493e-308,6.589795639340127e-308,theme_9,1.0
LITE,2023,0.003213711464660432,0.014401528614377927,0.011827395187741433,0.04372854136835501,0.018049494655254603,0.0700083816776313,0.008883297060841778,0.009067148724335722,0.02509690984768752,0.03872551721823925,0.023865489257734462,0.02961366485279435,0.02806825227518877,0.02063019643219816,0.04244784651473262,0.0514541608133027,0.03583395191698468,0.026420800895637503,0.14868493782246514,0.16631038690134015,0.030727807901872385,0.024190226425054712,theme_19,0.16631038690134015
LLY,2023,4.646617784784367e-309,2.0870048564057315e-308,1.9527812942913095e-308,3.634129261623251e-308,2.4617725362431166e-308,3.2110013867190455e-308,1.497130639996014e-308,1.5199117827932205e-308,1.0,4.261116486446502e-308,1.6409860506336366e-307,2.2754895980146235e-307,4.659069325939088e-308,2.0923025438019147e-308,5.211537637416766e-308,3.836311563771001e-308,2.704044593572648e-308,2.595617529615454e-308,2.9920521388623935e-308,3.7871425229484318e-308,4.997827463287358e-308,3.070716922189382e-308,theme_8,1.0
LMT,2023,4.784710278468287e-309,2.5505038277068037e-308,2.035250292128966e-308,8.45081617092362e-308,2.624643928630052e-308,4.649283741372874e-308,1.345914676008085e-308,1.372519579037172e-308,4.385976229198998e-308,7.929128545203494e-308,3.7709078051693046e-308,4.81133866210903e-308,4.0895798980364367e-308,2.453553324018087e-308,7.616318771746943e-308,1.0,3.6242285797099965e-308,3.1534874184458067e-308,5.254372385390014e-308,8.740158416807593e-308,5.050473548440491e-308,3.806960440228271e-308,theme_15,1.0
LNT,2023,4.85808515339383e-309,1.0,3.1026280575531393e-308,2.551110758110235e-308,2.279496187061999e-308,1.978135749812029e-308,2.1488572784748045e-308,2.3276550967263436e-308,2.032306972586153e-308,3.575000160576188e-308,2.041247191168047e-308,2.105173724322667e-308,2.435575216547167e-308,1.855365716681914e-308,2.6211208902263144e-308,2.4331193224779598e-308,2.09389739769942e-308,2.177982119859826e-308,2.013680120823395e-308,2.368076716499295e-308,2.5102078587998873e-308,2.60380530412272e-308,theme_1,1.0
LOW,2023,0.0035337604855583855,0.018152274145482858,0.01699657686093939,0.0454729102444355,0.02197501508419256,0.03056987784823728,0.012652249368436402,0.012700234082478183,0.025258144980927048,0.04197803615571839,0.025644456834275672,0.02712842656459156,0.0347643365720593,0.017889896958746966,0.05312145447586103,0.027970600260348196,0.02544561129301404,0.024316484743496562,0.02949587568888244,0.030669466088004648,0.0898453081522205,0.125223998976672,theme_21,0.125223998976672
LRCX,2023,0.003612401508615378,0.01789871473977812,0.013831522399032306,0.054451991364171545,0.021125052123059797,0.05889608139869795,0.01025150988763199,0.010512662469748905,0.032050643276461954,0.058496321439201186,0.029292427770807237,0.0375003111208733,0.03261605757244128,0.023766822117678107,0.05689872956655654,0.07730272560194212,0.03933637290497086,0.030304008731180696,0.0960312822513118,0.22543939113106476,0.038581636806135404,0.0303259209380411,theme_19,0.22543939113106476
LULU,2023,0.0034533068777503704,0.01733130388908463,0.018279588762535614,0.011407156776080188,0.01663942081621833,0.010482934101262033,0.16722045414564726,0.3654629783965879,0.011324274522050388,0.01272973449960696,0.012136713658274016,0.011269536436877696,0.014427967854724996,0.013143437785646106,0.01255787276558396,0.01025757056039636,0.012126223329144082,0.013998282977676729,0.010272951183818942,0.010873268517316242,0.01202679489484294,0.013109955877581693,theme_7,0.3654629783965879
LUV,2023,0.003138054620469594,0.017306309309872037,0.015122924460855405,0.1758301655251361,0.02234902689662296,0.03866748538527587,0.009751116170607673,0.009884164416661408,0.02880234419280765,0.0598354341137158,0.027362901513689926,0.032858641825087,0.03482137848604483,0.018766390058688145,0.061173038169928036,0.07901632162014592,0.029340758273598538,0.026201038757848884,0.04192557193350386,0.05559287058317697,0.045243208345473226,0.03281063771572673,theme_3,0.1758301655251361
LVS,2023,0.0036664404206499758,0.017661298263400394,0.01748923051307349,0.055633301839417726,0.03535279420402567,0.06639259209291107,0.012899403051276341,0.01300107388299563,0.038734368214054064,0.053502779195232726,0.04209350096924376,0.044254693785270464,0.0804576598192579,0.029874524648095438,0.08694497329024108,0.042781766792653074,0.04868193906222005,0.044804128316817106,0.05690747392754399,0.05570480304092605,0.0837102611022681,0.05510788231644106,theme_14,0.08694497329024108
LYB,2023,0.7287154943589522,0.0032299927228773766,0.003188088486959612,0.0031894547350556778,0.003160412589241155,0.0031253275739387774,0.0030552948885446134,0.0031017135271661665,0.0030908416733263283,0.003191604416731339,0.003085121962164731,0.00309700329547671,0.003139944386358269,0.003086299348365253,0.0031564028095768006,0.0031791902803923835,0.0031305540900062293,0.003148140610797304,0.0031402412521639817,0.0031520936554663183,0.0031261764714452097,0.003155162449238669,theme_0,0.7287154943589522
LYV,2023,0.003371846045598024,0.017867811813796312,0.018666578221179456,0.01159652939025698,0.016993976688646332,0.010624495396995639,0.14439701729234244,0.27865814769859176,0.011395695376070951,0.013019747152814232,0.012224201815677266,0.01135814861595585,0.014784037995207102,0.01320451577492743,0.012845726845895347,0.010363621758895396,0.012271881436915733,0.014233529358433158,0.010391592470297414,0.011014594152215304,0.01228273730319115,0.013446434315019464,theme_7,0.27865814769859176
MA,2023,0.003709340546324594,0.01949564158257044,0.02118178713307721,0.013016768685088274,0.019305339535183864,0.011840396871981781,0.19962842498400746,0.15530758070084438,0.012958304577061541,0.01454209749477637,0.01395690587629017,0.012883586270630087,0.01671604859070556,0.014793258121915996,0.014408963091097607,0.01161628484620906,0.013746741466337448,0.01601621793193299,0.011594179473778138,0.012331674139746066,0.013736531449503299,0.014993043027310448,theme_6,0.19962842498400746
MAA,2023,1.0,4.867105027122687e-309,4.801142064992553e-309,4.81113665562206e-309,4.766081346524584e-309,4.718823806663883e-309,4.59627145107493e-309,4.668195064607345e-309,4.654942852315926e-309,4.81413179957649e-309,4.646446949485876e-309,4.66613136715167e-309,4.734228542979614e-309,4.659358283686184e-309,4.757629760736235e-309,4.7944784916358e-309,4.72655392088146e-309,4.750684973651623e-309,4.74233184839808e-309,4.75630478727168e-309,4.712687221037713e-309,4.757575855068275e-309,theme_0,1.0
MAR,2023,0.0023804851707766393,0.011961230092131703,0.011843941475616796,0.03955798139337135,0.020485747384559563,0.03273778266064834,0.008310875459035857,0.00839255008274864,0.021261539319922116,0.033766690382548405,0.022512950336694874,0.0244149274220902,0.039720248499506956,0.016973699263046725,0.04857595814535752,0.02623646752664251,0.02810585625704173,0.025777093597840688,0.03252944912679141,0.03307549920061881,0.050436152972889566,0.03625600239017095,theme_20,0.050436152972889566
