ticker,year,x,y,cluster
AAPL,2021,-1.9680029,4.87792,0
ABBV,2021,1.0031588,4.5105824,5
ABT,2021,1.0507141,4.2328734,6
ACN,2021,-2.1705835,5.241286,10
ADBE,2021,0.36714372,6.0138526,-1
AMD,2021,-2.3791971,4.7808223,1
AMZN,2021,-1.5916263,4.001056,8
AVGO,2021,-1.1020821,4.3336263,8
BAC,2021,-0.5768917,4.676096,17
BRK-B,2021,-1.5378301,5.368941,9
COST,2021,-2.5351064,5.191908,0
CRM,2021,-2.8990157,4.546704,11
CSCO,2021,-1.2457018,5.079737,-1
CVX,2021,0.2156141,4.7876434,16
DIS,2021,-0.61893713,5.5538917,-1
GE,2021,-1.5349195,5.8879366,7
GOOGL,2021,0.2979754,5.5924373,3
GS,2021,-0.47881877,6.3831034,2
HD,2021,-2.3656259,6.137576,7
IBM,2021,-2.0198507,6.456849,7
INTU,2021,0.14564024,6.3915625,4
JNJ,2021,1.3639904,4.6831946,6
JPM,2021,-0.8739077,6.558921,2
KO,2021,-2.636389,4.2478647,11
LIN,2021,0.60217667,5.0705075,16
LLY,2021,-1.8457867,4.5713544,-1
MA,2021,-2.8250062,5.0698886,1
MCD,2021,-0.96845984,5.5159783,15
META,2021,-2.218537,4.3487577,11
MRK,2021,1.1863894,5.0934668,6
MS,2021,-1.9986206,5.6519284,9
MSFT,2021,-1.224649,5.858049,14
NEE,2021,-2.9762366,5.2055035,1
NFLX,2021,-1.9887117,5.9244633,14
NVDA,2021,-1.3790501,4.6933184,10
ORCL,2021,-1.3681023,5.2528634,9
PEP,2021,-2.6292791,5.6673503,0
PG,2021,-1.31745,6.2985697,15
PM,2021,0.03866463,3.999177,12
QCOM,2021,-0.18966594,3.7803388,12
RTX,2021,-1.0681365,4.017023,13
SPGI,2021,-0.5569895,4.0891657,13
TMO,2021,0.9575138,4.767286,5
TSLA,2021,0.75647026,5.692536,3
TXN,2021,0.8815349,6.054679,4
UNH,2021,1.487137,4.8613157,6
V,2021,-0.88967294,3.7484558,13
WFC,2021,-0.5824445,4.8660984,17
WMT,2021,-0.3969522,4.934753,17
XOM,2021,0.001650948,5.0515237,16
