ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,best_theme,best_score
AAPL,2023,3.4596887876671684e-308,2.435393708358444e-308,1.838397668005734e-308,2.821220837394564e-308,1.6875539854483114e-308,3.382811468071451e-308,1.0,theme_6,1.0
ABBV,2023,0.10511502016245491,0.06783953230578088,0.05673570375901112,0.0927597294135201,0.05301257996673811,0.43503916971973194,0.17188148506662942,theme_5,0.43503916971973194
ABT,2023,2.305617661328873e-308,1.34628519092826e-308,1.296137473934551e-308,2.039987425981342e-308,1.0290176966112543e-308,1.0,3.03842146199165e-308,theme_5,1.0
ACN,2023,0.10734540582311712,0.09277847569066902,0.22736859338242704,0.11500040260344166,0.07402477730912127,0.07782887693218096,0.12680734368534802,theme_2,0.22736859338242704
ADBE,2023,1.6103735384147597e-308,1.645089277767195e-308,1.0,1.559206628295855e-308,1.3759557354225735e-308,1.2846552297626297e-308,2.0364951488358715e-308,theme_2,1.0
AMD,2023,0.10113954485785547,0.09469526919842244,0.4241791023443523,0.09156412203671711,0.07324656479131389,0.07890125614732131,0.10111760233158285,theme_2,0.4241791023443523
AMZN,2023,2.4729205040651977e-308,1.0,1.9656310842631164e-308,2.2238353231455205e-308,2.249475015282438e-308,1.562597692716002e-308,2.618524126940056e-308,theme_1,1.0
AVGO,2023,0.10815864595515169,0.10753765442283869,0.41846711720762425,0.09579055429579668,0.07489394566692326,0.07616339249729234,0.1036476083892622,theme_2,0.41846711720762425
BAC,2023,3.3299161896169046e-308,1.9212201701188753e-308,1.481173530548986e-308,1.0,1.613829767306567e-308,2.00246474814613e-308,2.952434897446675e-308,theme_3,1.0
BRK-B,2023,2.5782349801924063e-308,1.5338771165407965e-308,1.411664292554776e-308,1.0,1.3976550627435454e-308,2.116476303703495e-308,2.474255599540122e-308,theme_3,1.0
COST,2023,2.3956664589371313e-308,1.0,1.7354335681310545e-308,2.2186904557317885e-308,2.418699692646104e-308,1.659262435423208e-308,2.7031606729950794e-308,theme_1,1.0
CRM,2023,0.1127563741212708,0.11239997061321073,0.31420925881912437,0.09391162538340117,0.07363760178074778,0.07530904708941188,0.11885459658729455,theme_2,0.31420925881912437
CSCO,2023,1.446684648382227e-308,2.745188680850142e-308,1.2981668242964655e-308,1.4613877391337597e-308,1.0,1.11486450266144e-308,2.0181600636292343e-308,theme_4,1.0
CVX,2023,1.0,2.372878616121963e-308,1.6624473214211963e-308,3.6131405876734076e-308,1.5532531596414355e-308,2.427587978331224e-308,3.7254828010953064e-308,theme_0,1.0
DIS,2023,2.6666671354526487e-308,2.892142773673295e-308,2.1237668483819036e-308,2.6326205748913637e-308,2.171981979992341e-308,2.347629096393269e-308,1.0,theme_6,1.0
GE,2023,0.09887826113887757,0.24954555772192316,0.08965459036546276,0.09638667412534477,0.18065566559123314,0.06930049068492207,0.11075444380168169,theme_1,0.24954555772192316
GOOGL,2023,1.679285159133198e-308,1.511088787125534e-308,1.0,1.5486725106510603e-308,1.204982325737361e-308,1.370652430411603e-308,1.9008897664795287e-308,theme_2,1.0
GS,2023,0.06879529670103061,0.09010172759903379,0.055148310335794336,0.08559617164917416,0.2908157241212241,0.04862681379144359,0.0848058893465978,theme_4,0.2908157241212241
HD,2023,0.07775963673859398,0.17320075321637854,0.07100813478792681,0.08217682689954525,0.39429423140527187,0.05941909036933174,0.10600185423895182,theme_4,0.39429423140527187
IBM,2023,0.07550352251116312,0.09248780585311148,0.2851403002713297,0.07262600898353319,0.07854974598519214,0.0528463255121602,0.09497635083473527,theme_2,0.2851403002713297
INTU,2023,0.10399001895527382,0.09777745638424909,0.2973918172320426,0.09828012302720728,0.07511305789172085,0.0760158981924158,0.11272435596324651,theme_2,0.2973918172320426
JNJ,2023,0.11555647395535705,0.061848375124826674,0.051617157767615975,0.1063691165271934,0.04607977671990906,0.18972146008740978,0.17757614842765154,theme_5,0.18972146008740978
