ticker,year,x,y,cluster
AAPL,2019,-9.570302,9.11691,0
ABBV,2019,-7.155948,8.623647,0
ABT,2019,-7.3097806,7.7512846,1
ACN,2019,-10.7476425,9.023246,0
ADBE,2019,-11.149478,9.069388,0
AMD,2019,-10.058961,9.711412,0
AMZN,2019,-9.075847,7.2987127,1
AVGO,2019,-9.69095,8.04125,1
BAC,2019,-9.225229,6.8224072,1
BRK-B,2019,-8.333482,9.816892,0
COST,2019,-9.624243,8.581046,0
CRM,2019,-10.57114,9.852638,0
CSCO,2019,-10.01383,9.037648,0
CVX,2019,-7.707045,6.884807,1
DIS,2019,-8.863324,8.325536,-1
GE,2019,-9.372599,8.688098,0
GOOGL,2019,-10.119847,8.502173,0
GS,2019,-10.119628,7.616542,-1
HD,2019,-8.359596,8.917607,0
IBM,2019,-8.689731,9.387741,0
INTU,2019,-8.706688,6.4474134,1
JNJ,2019,-7.463269,7.6078563,1
JPM,2019,-10.298043,7.8934307,-1
KO,2019,-10.82821,9.520149,0
LIN,2019,-8.153922,6.591357,1
LLY,2019,-10.50808,9.431224,0
MA,2019,-9.573557,9.542486,0
MCD,2019,-9.012215,9.060475,0
META,2019,-11.048568,9.396032,0
MRK,2019,-7.707916,9.425153,0
MS,2019,-8.358317,9.256967,0
MSFT,2019,-9.114706,9.294995,0
NEE,2019,-10.197269,9.692271,0
NFLX,2019,-10.465372,8.403768,0
NVDA,2019,-9.158117,8.366911,0
ORCL,2019,-9.6152,7.6985283,-1
PEP,2019,-10.054953,9.233991,0
PG,2019,-7.9238315,9.833409,0
PM,2019,-8.917334,7.575565,1
QCOM,2019,-8.478716,8.043362,1
RTX,2019,-8.468781,7.6532645,1
SPGI,2019,-8.429617,7.1550894,1
TMO,2019,-7.51957,8.550831,0
TSLA,2019,-10.961958,8.751027,0
TXN,2019,-7.9096155,7.438485,1
UNH,2019,-7.3424025,8.926021,0
V,2019,-9.436761,7.212016,1
WFC,2019,-9.136565,6.3645186,1
WMT,2019,-8.701276,6.8871827,1
XOM,2019,-7.475398,7.087541,1
