ticker,year,x,y,cluster
AAPL,2023,-5.1891193,6.0004783,0
ABBV,2023,-5.69668,3.316591,1
ABT,2023,-6.067525,3.4735339,1
ACN,2023,-5.2354207,5.635188,0
ADBE,2023,-5.909972,6.070848,0
AMD,2023,-4.2566648,6.7986627,0
AMZN,2023,-6.7889943,5.711138,0
AVGO,2023,-4.886295,5.903807,0
BAC,2023,-5.860745,5.2297845,0
BRK-B,2023,-3.986858,5.72601,0
COST,2023,-4.682287,6.303116,0
CRM,2023,-6.3674912,6.212023,0
CSCO,2023,-4.286318,5.5888896,0
CVX,2023,-5.267246,4.1996636,2
DIS,2023,-5.049273,6.5287423,0
GE,2023,-3.8627057,5.136348,0
GOOGL,2023,-6.6915455,6.2737103,0
GS,2023,-5.3950515,7.131878,-1
HD,2023,-5.8013644,4.386986,-1
IBM,2023,-6.808798,5.1228304,0
INTU,2023,-6.8976192,4.7225356,0
JNJ,2023,-5.960357,3.061409,1
JPM,2023,-5.240292,7.010706,-1
KO,2023,-4.5692167,6.7248282,0
LIN,2023,-5.531203,3.9208403,2
LLY,2023,-5.088631,4.67886,2
MA,2023,-4.8899193,5.2861323,0
MCD,2023,-4.04228,4.9422097,0
META,2023,-5.5471115,5.592381,0
MRK,2023,-5.5231624,3.2732556,1
MS,2023,-4.1376786,4.8524127,0
MSFT,2023,-5.885055,6.4707694,-1
NEE,2023,-3.8879426,6.547487,0
NFLX,2023,-5.5204635,6.166359,-1
NVDA,2023,-6.5369425,6.804319,0
ORCL,2023,-6.2678723,6.028321,0
PEP,2023,-4.18998,6.2396026,0
PG,2023,-5.4460883,5.102715,0
PM,2023,-5.023424,3.9486809,2
QCOM,2023,-7.076946,5.552103,0
RTX,2023,-6.331366,6.9985547,-1
SPGI,2023,-6.5424294,4.6369505,0
TMO,2023,-4.5376744,4.6777654,-1
TSLA,2023,-6.299654,5.4590144,0
TXN,2023,-7.242767,5.5869093,0
UNH,2023,-6.18936,3.8256013,1
V,2023,-4.9828506,5.2677703,0
WFC,2023,-6.1262994,5.0422583,-1
WMT,2023,-4.6286883,5.7374344,0
XOM,2023,-5.3101287,4.345967,2
