ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,best_theme,best_score
CVX,2021,1.3411192445393106e-308,2.4984429379387183e-308,2.8996314140264114e-308,1.0,2.8359495783238326e-308,1.4861834142860097e-308,1.6246902921608137e-308,theme_3,1.0
DIS,2021,0.09876537358427795,0.1260806356001368,0.08963533485407184,0.30597163767463376,0.13071435054972783,0.1225122175273042,0.12632045020984775,theme_3,0.30597163767463376
GE,2021,3.4720838831381223e-308,2.006828711294507e-308,1.450001013845419e-308,2.783046032952237e-308,4.114743478636499e-308,2.8858707270760785e-308,1.0,theme_6,1.0
GOOGL,2021,0.07397890536423689,0.27778906085258176,0.12652681969136229,0.08321581390702179,0.10852962570874901,0.08412197475329788,0.07504918232919414,theme_1,0.27778906085258176
GS,2021,2.226019575073668e-308,1.0,1.903225379921466e-308,2.3488507436329754e-308,2.151688603596534e-308,3.1246098185345117e-308,2.117771046447829e-308,theme_1,1.0
HD,2021,3.0414749102496975e-308,2.003582457489547e-308,1.4569877073139656e-308,2.4756193368903783e-308,4.498593041092004e-308,2.9794370430612547e-308,1.0,theme_6,1.0
IBM,2021,3.3872506477329964e-308,2.08716751811782e-308,1.4102985946918717e-308,2.638517334289497e-308,3.319074632794092e-308,2.978521711989424e-308,1.0,theme_6,1.0
INTU,2021,1.808255052833808e-308,1.0,2.638048533427007e-308,2.321693173628664e-308,2.3469161252344378e-308,2.2850062334156197e-308,1.7810474820216146e-308,theme_1,1.0
JNJ,2021,1.164816633274921e-308,2.9322148681867896e-308,1.0,2.6723837237784804e-308,2.1711723772297484e-308,1.2393578476321614e-308,1.254741346029972e-308,theme_2,1.0
JPM,2021,0.07562944975890536,0.2481653853400145,0.049786559452735364,0.0740173474210945,0.06352636315554157,0.08168931977258978,0.06914980486745131,theme_1,0.2481653853400145
KO,2021,3.4766576708764555e-308,2.4255440909771194e-308,1.28393363312606e-308,2.867459059847462e-308,2.3406077359811133e-308,1.0,2.33030021208459e-308,theme_5,1.0
LIN,2021,0.04763759426186675,0.10669886176679591,0.13845197669905232,0.32503777019140906,0.10603340037625651,0.0528680264993434,0.05630158187690365,theme_3,0.32503777019140906
LLY,2021,0.18476502846291123,0.08863103463115059,0.05989974898803144,0.16310826643188606,0.1295168672188954,0.11630347401574498,0.1337191707464732,theme_0,0.18476502846291123
MA,2021,1.0,2.0522031824472644e-308,1.237521304079599e-308,2.6929807693700243e-308,2.2656584413635924e-308,3.226956154449374e-308,2.7329794412548753e-308,theme_0,1.0
MCD,2021,2.5726772665569244e-308,2.0808047217902946e-308,1.404356144929419e-308,1.0,2.4692498939629436e-308,2.613418100465726e-308,2.7751650195824066e-308,theme_3,1.0
META,2021,3.051617749435473e-308,2.9994005480753367e-308,1.468566203824999e-308,2.718063441870934e-308,2.556732708314514e-308,1.0,2.317115709703308e-308,theme_5,1.0
MRK,2021,0.066579884530035,0.16912117277750027,0.3740776766079172,0.109071706288992,0.1125081001642631,0.06829971896245478,0.06829393895308283,theme_2,0.3740776766079172
MS,2021,0.1651324107588594,0.09422965831070255,0.06617480011935294,0.15415844006521337,0.11945208959131895,0.11756682028682751,0.1354440558689889,theme_0,0.1651324107588594
MSFT,2021,2.7523656661475073e-308,2.2149229672897997e-308,1.379048308882628e-308,1.0,2.115955256008567e-308,2.935760475454938e-308,2.378087568018058e-308,theme_3,1.0
NEE,2021,1.0,2.0581044931652457e-308,1.2157047676455164e-308,2.481484702931457e-308,2.2196144161883085e-308,3.916750750364796e-308,2.706950665657548e-308,theme_0,1.0
NFLX,2021,0.13124224088136832,0.11087325148461992,0.05983957763998544,0.31255884713460125,0.09981244664106913,0.15927288469587955,0.12640075152247626,theme_3,0.31255884713460125
NVDA,2021,0.08402109230316154,0.11503675844437872,0.05367499515305299,0.08397856385024695,0.11511316444518807,0.09674300990676536,0.11339664566553882,theme_4,0.11511316444518807
ORCL,2021,0.12057915159706543,0.09504880248949577,0.06902512529582877,0.17514160565030384,0.14763560342685328,0.1037648279189045,0.14660000785103153,theme_3,0.17514160565030384
PEP,2021,0.2694408746245299,0.09247799850772959,0.05264877814801387,0.13301314733439498,0.09372504715566611,0.14286074111350533,0.14709452123946817,theme_0,0.2694408746245299
PG,2021,2.1921741966850324e-308,2.3083601430837917e-308,1.441637362766512e-308,1.0,2.119160981955077e-308,2.4382798133251077e-308,2.593147413181745e-308,theme_3,1.0
PM,2021,2.028294244666479e-308,2.596034017032303e-308,2.691951128836799e-308,3.3313122953868486e-308,1.0,1.936358787339506e-308,2.9350852782506474e-308,theme_4,1.0
QCOM,2021,0.06086783330944937,0.09504428088818935,0.0878372112215527,0.07619756989240183,0.19037482111630433,0.05904388450902418,0.08012971581975296,theme_4,0.19037482111630433
RTX,2021,1.885768362255356e-308,2.268970690447131e-308,2.1931450299301913e-308,3.432316852865101e-308,1.0,1.8507093553484356e-308,2.6970716883337916e-308,theme_4,1.0
SPGI,2021,0.05965318138023228,0.08836435565063493,0.09184032616590142,0.13170873696141647,0.30603874745805276,0.062457222909913304,0.07973770261546685,theme_4,0.30603874745805276
TMO,2021,0.054153123888202294,0.1570850679563128,0.36985162534585597,0.11198919144283263,0.09456436666479257,0.061777197294103386,0.05792043528756341,theme_2,0.36985162534585597
TSLA,2021,1.7941590619821513e-308,1.0,3.7720735008119853e-308,2.306399040525536e-308,2.505588419065564e-308,2.4091543886758675e-308,1.8158223830825727e-308,theme_1,1.0
TXN,2021,1.587075409335236e-308,1.0,3.523364956345513e-308,2.5466985598199126e-308,2.431384324381944e-308,2.0380534238015974e-308,1.658647019945825e-308,theme_1,1.0
UNH,2021,1.247217616468028e-308,2.8991889932090036e-308,1.0,2.358650950832284e-308,2.349113680729103e-308,1.279824551814407e-308,1.3366701293968204e-308,theme_2,1.0
V,2021,2.0669355880229147e-308,2.078965391826989e-308,1.8962932156923424e-308,3.6944158735305435e-308,1.0,2.039893146258608e-308,3.292978399125511e-308,theme_4,1.0
WFC,2021,0.07122754224244543,0.08543461572357042,0.07483465316892302,0.4531856466978794,0.13895070619067468,0.07648692342658528,0.09987991254992179,theme_3,0.4531856466978794
WMT,2021,1.5075626617912187e-308,1.973677565939034e-308,1.7821115157242257e-308,1.0,2.469945236455347e-308,1.7510578370109054e-308,1.972925526060604e-308,theme_3,1.0
XOM,2021,1.4103778552033515e-308,2.302104183604252e-308,2.321368271484266e-308,1.0,2.584449096153902e-308,1.614752468821181e-308,1.7083468606876865e-308,theme_3,1.0
