ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,best_theme,best_score
AAPL,2021,0.2554153651434909,0.0899646108405558,0.060729075013505524,0.13382040956247684,0.11211747782276356,0.1124939625847216,0.1514026212043454,theme_0,0.2554153651434909
ABBV,2021,1.231745032222637e-308,3.4108651109849545e-308,1.0,2.5691357486608156e-308,2.197260832716671e-308,1.383279096252216e-308,1.304479062005594e-308,theme_2,1.0
ABT,2021,0.04256026417543103,0.09842491892190527,0.33264413119086517,0.11320328923544201,0.07925608523262767,0.0451456014072495,0.04589499936413089,theme_2,0.33264413119086517
ACN,2021,0.1007751587226369,0.08825979442347012,0.049756334177499535,0.10440777767805684,0.14249031481526012,0.17487221768390604,0.17086471992706198,theme_5,0.17487221768390604
ADBE,2021,0.0940691338496319,0.2044763176490571,0.08844681819814233,0.08921990898013249,0.09998483412478733,0.1669346487531891,0.08607972105150358,theme_1,0.2044763176490571
AMD,2021,0.3000926992528314,0.08838912366352611,0.057289622053170716,0.13905196665054717,0.11317204369181051,0.1546114640633789,0.12117878218964476,theme_0,0.3000926992528314
AMZN,2021,2.630264067937103e-308,2.2293592860237303e-308,1.708596416029537e-308,2.7488552231830705e-308,1.0,3.0753063529591284e-308,4.731577989142744e-308,theme_4,1.0
AVGO,2021,0.12751557127076393,0.09388089452438077,0.0774361702837699,0.13026369000016955,0.24481310050761676,0.10628233776064028,0.21971700129674598,theme_4,0.24481310050761676
BAC,2021,1.5810956556525535e-308,1.912395978542988e-308,1.7859678921815673e-308,1.0,3.4979841597058405e-308,1.724844123001397e-308,2.2823867790709237e-308,theme_3,1.0
BRK-B,2021,0.13466749664804326,0.09571344001424552,0.06919463072592595,0.22529236823803653,0.1148264583804795,0.11203033994934962,0.13492006607156498,theme_3,0.22529236823803653
COST,2021,1.0,2.140576260346083e-308,1.325587416191772e-308,2.548526734876955e-308,2.441382578629552e-308,2.8864332636927214e-308,3.3875983749847313e-308,theme_0,1.0
CRM,2021,3.91052878188639e-308,2.4655904911462006e-308,1.3341538602748496e-308,2.460658907697043e-308,2.846522100281893e-308,1.0,2.899867193089028e-308,theme_5,1.0
CSCO,2021,0.12503646753104314,0.09587121225360228,0.06391668212719946,0.21447720529095485,0.12454507407791597,0.14135554193724068,0.11996226381482279,theme_3,0.21447720529095485
