ticker,year,x,y,cluster
AAPL,2021,8.074194,15.374263,6
ABBV,2021,5.6631713,16.413588,1
ABT,2021,5.521224,16.396894,1
ACN,2021,8.461988,15.64049,-1
ADBE,2021,8.717504,16.323626,12
AMD,2021,8.774456,16.804085,9
AMZN,2021,7.8292093,16.12142,8
AVGO,2021,8.452706,16.99733,10
BAC,2021,6.521234,14.815801,3
BRK-B,2021,6.162466,14.856397,3
COST,2021,7.144438,15.641343,8
CRM,2021,8.307535,16.30943,-1
CSCO,2021,8.748107,12.338186,0
CVX,2021,6.647751,15.6103,2
DIS,2021,7.5155582,15.223937,6
GE,2021,8.220005,12.689361,0
GOOGL,2021,9.0663185,15.834265,11
GS,2021,6.5869603,14.326126,4
HD,2021,7.488853,16.396202,8
IBM,2021,8.633977,15.116751,7
INTU,2021,7.898828,16.438011,8
JNJ,2021,5.8310165,15.923825,1
JPM,2021,6.7903023,14.396639,4
KO,2021,8.749634,12.696426,0
LIN,2021,7.016834,16.67669,2
LLY,2021,5.215942,16.728493,1
MA,2021,8.97489,12.859783,0
MCD,2021,8.371075,12.340227,0
META,2021,9.108539,15.377293,11
MRK,2021,5.3807745,16.53966,1
MS,2021,7.809482,15.712746,7
MSFT,2021,9.042933,16.111145,11
NEE,2021,8.536253,12.479427,0
NFLX,2021,7.8179374,14.965965,6
NVDA,2021,9.267037,16.821894,9
ORCL,2021,8.914949,16.437647,12
PEP,2021,8.648071,12.063934,0
PG,2021,6.6331964,16.197435,5
PM,2021,6.37623,15.89436,5
QCOM,2021,8.583598,14.56492,-1
RTX,2021,8.34056,17.381565,10
SPGI,2021,7.130328,14.824786,-1
TMO,2021,6.60562,17.05799,2
TSLA,2021,7.9318314,17.16831,10
TXN,2021,7.865246,16.889122,-1
UNH,2021,5.3602185,15.952467,1
V,2021,9.000207,12.178249,0
WFC,2021,6.251529,14.503525,3
WMT,2021,7.2495728,16.118244,8
XOM,2021,6.8214293,15.229411,2
