ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,theme_15,theme_16,theme_17,theme_18,theme_19,theme_20,theme_21,theme_22,theme_23,best_theme,best_score
ADP,2021,3.339045324075437e-308,2.4577453796374117e-308,4.93388647962945e-309,4.952124956796224e-309,2.365525062575877e-308,2.3697110279023986e-308,5.636380834777517e-308,2.002813858052293e-308,1.9081639598756603e-308,1.845220202709271e-308,2.6223246772882804e-308,2.9522367585155117e-308,5.247741135300501e-308,6.698269158139085e-308,3.207544123107238e-308,6.95284564727602e-308,3.951500571415828e-308,4.408856670517121e-308,4.298328820898699e-308,5.714025870939434e-308,1.8486394168477105e-307,1.0,6.072221673746182e-308,1.1575027318031004e-307,theme_21,1.0
ADSK,2021,0.013245957655616213,0.013677915921241684,0.002683329293782557,0.0026949455950519346,0.013115093820525796,0.01303462025027464,0.025284225709146648,0.011050165904900293,0.010493589750876905,0.010292038193975854,0.018090976456618276,0.022340175329074837,0.04979727141104297,0.048115609009240404,0.02445440999011509,0.020860022371840998,0.028834996773780562,0.03586381505980403,0.05236175057662383,0.06643881812498914,0.031789831284223885,0.054072617846618314,0.16708127075516963,0.10951550321024901,theme_22,0.16708127075516963
AEE,2021,1.9337444178705896e-308,1.934940320568683e-308,4.72777820001733e-309,4.75205384874851e-309,3.7723120856055577e-308,4.422050061060307e-308,2.21541918744643e-308,1.6936870222615387e-308,1.6873440652654136e-308,1.6259981478103987e-308,1.0,1.0324822815018688e-307,3.050055774001144e-308,2.096624423421166e-308,2.2298943699649686e-308,1.8126731909149054e-308,2.939524206303304e-308,2.968997707529983e-308,3.0596478109952325e-308,3.8065512407893804e-308,2.1615884434395185e-308,2.4214848224904814e-308,2.551809005953973e-308,2.435303673103385e-308,theme_10,1.0
AEP,2021,0.012136044394120618,0.012202369462410602,0.0029242273251015223,0.0029394240819991223,0.026056790317119955,0.03138609927471909,0.01378667109522325,0.01068185772476249,0.010653212188780023,0.010246932888339163,0.24033128299058157,0.06119836172470371,0.01867707267183369,0.012793083591195173,0.013762448307141151,0.0112421142830755,0.01818541903025703,0.01839209881385463,0.018394909832822874,0.02297440198465084,0.013448793154874789,0.014974943924992339,0.015418125003460818,0.014899239538269748,theme_10,0.24033128299058157
AES,2021,0.01160663283547644,0.01164859549907349,0.002670070343756388,0.0026835919261167453,0.02289936405723778,0.026598772360894925,0.01352170112856461,0.010083323376686404,0.010031238340106476,0.0096482228026884,0.384325246529248,0.06273573998526998,0.018775690018240913,0.012560783458998057,0.01339901950648818,0.010660769413770303,0.01827341812440132,0.018404797064493605,0.018163961933822484,0.02365498670603168,0.012960659991253549,0.014533865998176987,0.01510357685652833,0.014542727955526524,theme_10,0.384325246529248
AFL,2021,0.03128005487396535,0.016215092452928435,0.0038434189858499385,0.003853910826171033,0.015621403197393925,0.015744648119470923,0.029091181670380713,0.01398890636303716,0.013496506637275231,0.012952200270442377,0.014626219582313997,0.01546486376912844,0.02132038367108012,0.02529072285321199,0.016300967900439133,0.44245381569513104,0.019151213472067937,0.019945812646191573,0.01827907484160643,0.022042922637354623,0.07551247186486088,0.046931211972489326,0.021560512954434966,0.029043468765452805,theme_15,0.44245381569513104
AIG,2021,0.034353582774467706,0.0174440263989087,0.004104892827707315,0.004116148571366539,0.016840383992936764,0.016968557793075417,0.03161451737866382,0.015020769450757058,0.01449602970509126,0.013903862335630464,0.015723883385631597,0.01659295999109513,0.02295379068424154,0.027126040150832472,0.01746602469811111,0.32704401390837184,0.02072018870646068,0.021486791328409707,0.019525942152752607,0.02366924199054974,0.08342593573880314,0.05021150250387432,0.023007069599633497,0.031094338609422588,theme_15,0.32704401390837184
AIZ,2021,2.4357692720839997e-308,1.0631743131655223e-307,4.84798366713347e-309,4.8710581893885e-309,2.2132875181267075e-308,2.123734707307252e-308,2.8196457784128975e-308,4.427867924615723e-307,1.0,2.8076237972665087e-307,1.741438189074561e-308,1.9006331053003395e-308,1.9507297373772343e-308,1.9064589687421336e-308,2.781742320878601e-308,1.750011491374614e-308,2.0796214864796275e-308,2.4335808363084554e-308,1.7473001083082905e-308,2.0897649582048197e-308,2.0920400471846743e-308,1.8736370222182776e-308,1.748271154869756e-308,1.7610477438483806e-308,theme_8,1.0
AJG,2021,3.7842081922277265e-308,2.081590642195983e-308,4.99535363531649e-309,5.009098589833e-309,2.002154536812702e-308,2.019527195618705e-308,3.70184944807171e-308,1.797944202609958e-308,1.732567670980026e-308,1.6656342513374306e-308,1.89896224334827e-308,2.0205506281524457e-308,2.7925562043509833e-308,3.35081220835617e-308,2.1318206693768724e-308,1.0,2.462964560723584e-308,2.590376853863062e-308,2.432703056586691e-308,2.9010321584909093e-308,9.753111416972633e-308,6.397867571838549e-308,2.888047569741775e-308,3.896212428715209e-308,theme_15,1.0
AKAM,2021,0.014236884712697934,0.013476813286503832,0.0024936949099860117,0.0025039602775229312,0.012248694529436537,0.01215303361889468,0.030564052996075102,0.010727591243332047,0.010164961880820297,0.009920629221554102,0.015742511290811095,0.018664589272946196,0.0459852245419496,0.060893000568262336,0.021853760024231304,0.0232377907070321,0.028076958743412393,0.03390488812737123,0.033732819115676806,0.05218630266548505,0.040567981367941694,0.08025174997634836,0.061925217243093585,0.16540821451157184,theme_23,0.16540821451157184
ALB,2021,0.00966930078906694,0.013006890238901166,0.0018741336929599373,0.0018830239526577183,0.0117847913144484,0.011363132699481736,0.020116583639526956,0.009884377147756371,0.009369544890942558,0.009220007472888984,0.015933697862563215,0.021512537697199803,0.044229429969567975,0.021216640804483097,0.028294274422185316,0.011729605107357039,0.03582646783531746,0.09806377299553883,0.033403997915420765,0.07706012501925395,0.016562811000024314,0.020416309474085854,0.02600379684818761,0.02287232699767697,theme_17,0.09806377299553883
ALGN,2021,0.012950475495921985,0.023776916342125903,0.002922567785609317,0.002937131007875439,0.014328944827894386,0.013718183103240298,0.022816328648859168,0.017838868959149184,0.016522657095436457,0.01688165403201106,0.014704127903164698,0.01830516947970391,0.024748457587654055,0.020972267832682308,0.28212442635167184,0.012685571969079285,0.02361286538672775,0.03866752523749224,0.023442798995576615,0.02953868198650757,0.016449862091178404,0.017862576130180195,0.022591031917114056,0.0190717284933683,theme_14,0.28212442635167184
