ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,theme_15,best_theme,best_score
COST,2019,0.05969618482591126,0.04663604907195448,0.04250950407622351,0.036764645631238255,0.05958742789440351,0.04786255041161296,0.02527482842637721,0.029613990267599418,0.03810775007288206,0.036606225351982304,0.07333027688095672,0.04104714675348145,0.04059330034260893,0.0433933949155067,0.06862331772586418,0.04955705065521126,theme_10,0.07333027688095672
CRM,2019,6.573864959986934e-308,4.558118200070491e-308,4.450177533619579e-308,4.594936576965341e-308,5.182438070764505e-308,8.180530233953309e-308,3.1161167333136076e-308,3.665693892225792e-308,5.311892555676807e-308,4.3671318960808094e-308,5.968404853123646e-308,1.0,1.2909334041095089e-307,8.188435304177465e-308,5.380485627553814e-308,5.013557457636323e-308,theme_11,1.0
CSCO,2019,8.755915446120473e-308,5.571654573357664e-308,6.454088147037563e-308,4.1874136728130147e-308,5.43038021420008e-308,5.558719142007897e-308,2.9874244102908343e-308,3.2899881468734906e-308,4.998309690517016e-308,4.367604555875262e-308,7.73392210131515e-308,5.723906427878939e-308,6.572745836870405e-308,6.803935678683208e-308,1.0,9.397273972120436e-308,theme_14,1.0
CVX,2019,5.025080928266957e-308,3.846476786908401e-308,3.4378937610716697e-308,8.688270973169044e-308,5.550871091206885e-308,5.16015740729629e-308,5.203874743875611e-308,5.496311957723084e-308,9.550449204373267e-308,1.0,3.8656190873038415e-308,4.0981435471246334e-308,3.4784782708632344e-308,4.2305300088035285e-308,3.7565421068024456e-308,3.2598114709094637e-308,theme_9,1.0
DIS,2019,6.38038939291592e-308,5.114678643818169e-308,7.360034196353565e-308,3.826058257387295e-308,5.11607762550353e-308,4.763886515935674e-308,2.8671439135242305e-308,3.152722646866595e-308,4.48291459625076e-308,3.871321755976066e-308,6.703954995899801e-308,4.850114453672844e-308,6.09179269509966e-308,6.171674753500286e-308,1.0,1.3707869976155058e-307,theme_14,1.0
GE,2019,4.036107289783836e-308,1.0,4.70022340317602e-308,4.296196651320274e-308,4.48513483859032e-308,3.61486478571486e-308,3.696796930652582e-308,3.8545852187833365e-308,3.9975056062940366e-308,3.613582846325523e-308,5.727810386122798e-308,4.0787965735012105e-308,4.0134141266891976e-308,4.699202889968003e-308,4.705681071811822e-308,4.3473061214693755e-308,theme_1,1.0
GOOGL,2019,5.5474501085581e-308,4.312726436270778e-308,4.462946514302312e-308,3.9987094947958317e-308,4.453837151657134e-308,6.196896826986272e-308,2.6664995124313057e-308,3.053434430385795e-308,4.558772698652257e-308,3.632433276621553e-308,5.28157974789671e-308,1.1996886558598322e-307,1.0,9.753966175893405e-308,5.91600100093072e-308,5.744843460934457e-308,theme_12,1.0
GS,2019,4.0546423667325015e-308,4.214248037756143e-308,1.0,3.055049393007595e-308,4.328529421420426e-308,3.200995116209298e-308,2.502029392577027e-308,2.840391519153007e-308,3.745167057444037e-308,3.2315173432936056e-308,5.812881539922167e-308,3.767981834300661e-308,3.9893773883407487e-308,3.547728629638442e-308,5.931576942590325e-308,8.388940310969272e-308,theme_2,1.0
HD,2019,0.024923378753304963,0.07753693020238663,0.02613576327080981,0.03684885860972156,0.03659899851715647,0.025887924359801345,0.03200909560693512,0.03452504785442904,0.026586325453433285,0.027279245774506838,0.03435200043440872,0.025306949382351694,0.023147925051533437,0.02849693749690349,0.025578016233465922,0.024332593751938553,theme_1,0.07753693020238663
IBM,2019,0.05295697473504741,0.037036897531839,0.042050240417179016,0.040090109648617346,0.04133851922040897,0.05794975478052027,0.027219602670388265,0.03154186420694806,0.05093206311697264,0.03911983545468694,0.044401508219945936,0.13007983094247047,0.1158282786938332,0.06130381365497862,0.04311920408725065,0.04398380205108339,theme_11,0.13007983094247047
INTU,2019,6.23279318197326e-308,5.10432816136992e-308,4.0739948733921387e-308,6.31073176482389e-308,4.315968086783356e-308,6.211700127402724e-308,3.576445192745765e-308,3.822196823933677e-308,6.49348997106054e-308,4.637963439731867e-308,4.607421346029921e-308,7.23612244476916e-308,7.749824379577485e-308,1.0,5.456840220652038e-308,4.65480009614708e-308,theme_13,1.0
JNJ,2019,3.1151542523958437e-308,3.543895860911995e-308,2.804910966398313e-308,7.098384631028274e-308,5.259727386690854e-308,3.4028956089715985e-308,1.0,1.5145824413884322e-307,3.798303490369335e-308,5.177654682118473e-308,3.1327094081800736e-308,2.978955548585576e-308,2.580530378742455e-308,3.015303677359779e-308,2.631180619908253e-308,2.6583926885709874e-308,theme_6,1.0
JPM,2019,4.0668633212654916e-308,4.584476327279354e-308,1.0,3.172124200120942e-308,4.56565242611102e-308,3.308809271491655e-308,2.591849973879184e-308,2.9513718870627057e-308,3.750606628006009e-308,3.298202892534046e-308,7.062926832033901e-308,3.8123453797661046e-308,3.9791542563539465e-308,3.6130594023380134e-308,5.805127106959133e-308,8.166283258426241e-308,theme_2,1.0
KO,2019,0.07152205037454598,0.04249531290371528,0.05642810537074113,0.03568251389310498,0.06219084730232539,0.05483926072272241,0.026958955590272816,0.031777192818065375,0.040454979249969665,0.03943807634824311,0.11689019710861293,0.05130518628801089,0.04572781317965626,0.04335798484039774,0.07616312402249892,0.05792493412306494,theme_10,0.11689019710861293
LIN,2019,0.020568256622655372,0.037653539585234715,0.01779630915244778,0.033864447169628935,0.025528818919503576,0.020202479644778792,0.03993020388007426,0.03469604604513644,0.026195624755506748,0.026229317466953003,0.020529704339669524,0.02035201957155557,0.018198444030071082,0.02429328926818958,0.018048908023337855,0.01703236957410917,theme_6,0.03993020388007426
LLY,2019,7.18301809132815e-308,5.201136561483886e-308,5.423230893122875e-308,6.43208525482021e-308,1.0,7.100292339967713e-308,4.795233954519041e-308,6.552448353825281e-308,5.31913095294004e-308,5.565866883587781e-308,7.663705421737093e-308,5.784464387416871e-308,4.802008008037648e-308,5.07002316390352e-308,5.313675469007175e-308,6.201439663751652e-308,theme_4,1.0
MA,2019,5.2318372812711855e-308,4.55494139730137e-308,8.342135716974916e-308,3.4152476762756866e-308,5.619450962302378e-308,4.2556402706441853e-308,2.6689062192485065e-308,3.102636473094969e-308,3.900172371108633e-308,3.3791089020747706e-308,6.232329983759365e-308,4.674939178224035e-308,5.59442837347952e-308,4.836992448771931e-308,9.606153617807858e-308,1.0,theme_15,1.0
MCD,2019,3.555996542441324e-308,1.0,4.136593395599336e-308,4.081172678871704e-308,3.898476486645325e-308,3.2544431041098415e-308,3.695908223226638e-308,3.6980136671901035e-308,3.799205513726356e-308,3.349417746886838e-308,4.617942334640031e-308,3.791853039647987e-308,3.729946024149129e-308,4.3524378567470325e-308,4.0156374005479696e-308,3.828651934661369e-308,theme_1,1.0
META,2019,1.0,4.522575711609857e-308,4.430307638152487e-308,4.864505248245512e-308,6.2699584107552805e-308,7.042817977668285e-308,3.5406995773306813e-308,3.937545234121891e-308,5.685994192799551e-308,5.595424993279653e-308,5.737471966687692e-308,6.967766315407584e-308,6.114793632063893e-308,7.124260427210468e-308,6.857016503676397e-308,4.962005317291343e-308,theme_0,1.0
MRK,2019,3.607001576420068e-308,3.970756911527849e-308,3.283600158814606e-308,8.349184545300696e-308,7.834864127876079e-308,4.1756759170131953e-308,1.5672656773787976e-307,1.0,4.1073821214221675e-308,5.611824574631719e-308,3.8444070253813825e-308,3.581517560855571e-308,2.995191059866551e-308,3.371114435246816e-308,3.0152977592171955e-308,3.207012213675529e-308,theme_7,1.0
MS,2019,0.03109995909504163,0.15700658279392218,0.036770506691910045,0.037626052036913785,0.033182293468466476,0.028849882021366482,0.030620898636937944,0.03136499653242635,0.03597152880468149,0.029480017669426886,0.0363452151403972,0.03588823885053436,0.037174172375668314,0.043315903792610036,0.035677460401640944,0.03598901640011968,theme_1,0.15700658279392218
MSFT,2019,0.026880943940919576,0.019509016709052227,0.02078660419999885,0.015609303773758824,0.019086877171682882,0.01837158436072079,0.012503560491042127,0.013566901337133782,0.018778085214720564,0.016664153996659003,0.02213241589693137,0.029012017091203584,0.025268172722032804,0.02213639070291552,0.02106540305863748,0.019302665059683494,theme_11,0.029012017091203584
NEE,2019,5.762026326561918e-308,6.548977446227909e-308,8.447967991141192e-308,4.114871590118617e-308,6.54245330104397e-308,4.925618411217239e-308,3.299968536983523e-308,3.826611608605552e-308,4.1734445411878927e-308,4.032763080207177e-308,1.0,4.983124280268859e-308,4.76638447070316e-308,4.764658506715725e-308,7.449240751202272e-308,7.497657960869134e-308,theme_10,1.0
NFLX,2019,0.07263087748636318,0.041559435448158946,0.041707666602437694,0.03838570317775577,0.04216363714716533,0.049469582513740055,0.0245716581837815,0.02731713943936625,0.04940768209464231,0.04010466243415078,0.04897698015008194,0.05942016183897844,0.0668604476830662,0.06848546645314936,0.1050259623538946,0.05142572345687939,theme_14,0.1050259623538946
NVDA,2019,6.498659852363855e-308,4.3202671951946153e-308,4.199859583550298e-308,4.479924654193458e-308,5.579434795702671e-308,1.22677028563082e-307,3.2680101024840237e-308,3.8576214758430236e-308,4.668504140983565e-308,4.281199627449557e-308,6.708247267363647e-308,1.0,9.64234319881727e-308,7.699261953373641e-308,5.005388448286619e-308,4.716600622080045e-308,theme_11,1.0
ORCL,2019,5.387126349020008e-308,4.1488762011653985e-308,4.423352213478785e-308,4.0423730945381434e-308,4.279116352891265e-308,6.47505643394743e-308,2.7402771240373557e-308,3.133277604470372e-308,4.517115598528569e-308,3.6054491020580567e-308,4.982299298109058e-308,1.2304464450323743e-307,1.0,8.203815827814689e-308,5.204887526664489e-308,5.415898653665704e-308,theme_12,1.0
PEP,2019,0.070285725956163,0.048134976709873205,0.06976606898471444,0.03280175401478317,0.051264800466631434,0.042210277198666,0.026347836132507838,0.030129405691788864,0.03793294700467053,0.03527092890683529,0.10454412059183579,0.04598359856872379,0.044557589479769365,0.04233328149622041,0.09405082169064138,0.07197227145777707,theme_10,0.10454412059183579
PG,2019,4.872685870357896e-308,5.439575003934734e-308,4.1545448414182235e-308,1.0,9.047294955867491e-308,6.080740708234528e-308,8.669020761503277e-308,1.1613231089985128e-307,7.745106825122548e-308,1.048552505929627e-307,4.719006615716505e-308,4.633536177049915e-308,4.073765416506614e-308,4.988207881979733e-308,4.2809311262700505e-308,4.1556490210456004e-308,theme_3,1.0
PM,2019,5.608344601869847e-308,5.069516569729833e-308,4.502231957944838e-308,8.175942806882089e-308,1.0,7.86644179688763e-308,5.825369954699174e-308,8.430220038309459e-308,5.095249310426984e-308,6.065530950775766e-308,6.782591237482239e-308,5.37303713123606e-308,4.2075907308226583e-308,4.853082499809399e-308,4.649489007964011e-308,4.868219174584755e-308,theme_4,1.0
QCOM,2019,0.059566527905710306,0.04779879492548187,0.043293274031208875,0.04417293306629249,0.04625799832265712,0.06346312399636077,0.02891373514294392,0.031608431845073975,0.043165988916887645,0.038086674274305725,0.060634091183359835,0.05821221738272934,0.07183675600484755,0.1145026493925799,0.08565907269081129,0.05633533391734178,theme_13,0.1145026493925799
RTX,2019,0.04548814103228484,0.04390916949278075,0.027077387209962105,0.049146333641807566,0.03634098745451058,0.035731271262169115,0.03558280944967711,0.0366608608143878,0.051718580181905324,0.043972803684125816,0.03178639405569616,0.041728397016162884,0.03468747030164083,0.05194777458650091,0.03195320536054023,0.027436828105748774,theme_13,0.05194777458650091
SPGI,2019,5.246589981165176e-308,5.494333352555691e-308,3.9293037068585563e-308,1.0,6.387227467176565e-308,6.316457625272219e-308,6.098811128714627e-308,7.204629061762591e-308,1.018799020118859e-307,9.216710997216835e-308,4.456523208112421e-308,5.252553512241531e-308,4.805548450390636e-308,6.911750097404784e-308,4.517817405344417e-308,4.0408602203369497e-308,theme_3,1.0
TMO,2019,0.04435890235399152,0.039947025527080675,0.03565249164319937,0.0649237979817622,0.10886607343116923,0.049018693861139134,0.06394609704579263,0.09825841730279393,0.04074990037662459,0.05135407217723242,0.044436296645104,0.04055697459024278,0.0333983954910201,0.03821945954384911,0.034057980056191234,0.03741866439536463,theme_4,0.10886607343116923
TSLA,2019,7.085565392251046e-308,4.30770980724425e-308,4.133214397393245e-308,5.892281234628429e-308,8.091075118583153e-308,1.0,3.8298035924713846e-308,4.723525347818819e-308,5.639205749186063e-308,5.798296720251944e-308,6.533151005327359e-308,9.582607162832583e-308,6.505130732079976e-308,7.193415457144074e-308,5.596381469556098e-308,4.8880829770061e-308,theme_5,1.0
TXN,2019,6.641803899908082e-308,4.0701942210093486e-308,3.7836323783528373e-308,5.597274641682866e-308,5.883942933971914e-308,1.0,3.72076493515411e-308,4.397317779034363e-308,5.054179489287205e-308,5.079522652700142e-308,5.677895909474951e-308,1.3178730914469096e-307,7.289388364556274e-308,7.954428774233201e-308,4.786921992531399e-308,4.307601724059243e-308,theme_5,1.0
UNH,2019,3.5237792326667185e-308,4.185504512102228e-308,3.186745524164903e-308,9.775273479687914e-308,7.165161225371761e-308,4.301396072064865e-308,1.2336672096147365e-307,1.0,4.3383441212692286e-308,5.552167684151789e-308,3.7433794336752603e-308,3.7459643452973667e-308,3.164160497530398e-308,3.604675859849526e-308,3.00132968557172e-308,3.183069558597263e-308,theme_7,1.0
V,2019,4.892446727137647e-308,4.564025561905597e-308,9.145371073739024e-308,3.151690167824294e-308,4.753307715157098e-308,3.866078652330166e-308,2.5020111336573215e-308,2.834492314088999e-308,3.6557031451004214e-308,3.191700622815501e-308,6.808121682497769e-308,4.243111914576211e-308,5.09560004499514e-308,4.49676019810061e-308,1.1885619933793197e-307,1.0,theme_15,1.0
WFC,2019,5.16017005759229e-308,4.503710340476668e-308,3.861750660720701e-308,8.954730902339089e-308,4.409066176351219e-308,4.532102515822691e-308,4.074823687055346e-308,4.461371027344172e-308,1.0,1.0771711247881044e-307,3.782963691393913e-308,4.809761381775459e-308,4.3399683969852807e-308,6.267203601380262e-308,4.309705923939228e-308,3.6691608469910506e-308,theme_8,1.0
WMT,2019,1.0,4.782217964958269e-308,4.938723115150491e-308,4.305340237016736e-308,7.343724896490902e-308,6.49343594655607e-308,3.3302587591914425e-308,3.8443777509588186e-308,5.040676614125954e-308,4.893741282848083e-308,6.869705529951039e-308,6.140459787676098e-308,5.683006660433206e-308,5.814683893963824e-308,8.759235450998491e-308,5.902727281735882e-308,theme_0,1.0
XOM,2019,4.682358710275527e-308,3.8282376084066097e-308,3.597574438112283e-308,8.435794521113557e-308,5.297426843349156e-308,5.176660798038494e-308,4.4275707684279937e-308,4.891859519742154e-308,1.360551906856925e-307,1.0,3.8488022303291e-308,4.157635632816538e-308,3.596361701315056e-308,4.1797238933221285e-308,3.9245084698210705e-308,3.4243488201564987e-308,theme_9,1.0
