ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,theme_15,best_theme,best_score
AAPL,2019,0.06861949705882917,0.05376705192434005,0.05669411943253095,0.043059161757252794,0.049252277188383216,0.05105420491067903,0.02995788801990466,0.031997582633107376,0.04823029102575099,0.04044485549061866,0.06063274114369249,0.054178054226261915,0.06801897594083721,0.08756364254850865,0.13380403263965432,0.07425221127097789,theme_14,0.13380403263965432
ABBV,2019,0.03339406069578463,0.040567675963823845,0.03201266640464249,0.06880271479833655,0.06192642819845705,0.035951155665749794,0.22598268489138884,0.20435032362768113,0.037625587880475535,0.04906547351647182,0.0359400616434766,0.03206975531905905,0.02775654677916255,0.031705448754898835,0.028916785331934855,0.0302995520046401,theme_6,0.22598268489138884
ABT,2019,3.1645899619076167e-308,3.916156228502477e-308,2.8136179853573577e-308,6.623743767620228e-308,5.04698375397541e-308,3.389846533666956e-308,1.0,1.1904827795755195e-307,3.8220311627991524e-308,4.749476850608428e-308,3.186565236585455e-308,3.0963950124513823e-308,2.7001199353078104e-308,3.246697935353133e-308,2.671540345425989e-308,2.6917329717899117e-308,theme_6,1.0
ACN,2019,0.020762327076423625,0.015690016055307378,0.0184032863846541,0.017579924866435222,0.020472115296195054,0.021498914218418944,0.010405660671115069,0.012553160906056904,0.025093653436737834,0.01837614447637286,0.018557142389301833,0.02349825669667331,0.024250842867457104,0.021870060527749598,0.02293597972781122,0.02311712353162473,theme_8,0.025093653436737834
ADBE,2019,7.015354900274547e-308,5.481007439771379e-308,4.413281895998642e-308,5.891271947279237e-308,5.104105664666714e-308,7.776488199720708e-308,3.4867442263428465e-308,3.87440349355693e-308,5.516778645864758e-308,4.536076930319565e-308,5.753180906316638e-308,8.573912955678693e-308,1.0666131739593118e-307,1.0,6.693649695555646e-308,5.472390376809889e-308,theme_13,1.0
AMD,2019,6.631269037336826e-308,5.954873125163057e-308,7.048785160584928e-308,4.223679412581923e-308,7.563053678167597e-308,6.252659271069456e-308,3.4409722485936097e-308,4.0505748196678717e-308,4.289932902626415e-308,4.1543230445928683e-308,1.0,6.876299071656282e-308,5.654016696671955e-308,5.63085445144341e-308,7.265882599733694e-308,6.805547518440979e-308,theme_10,1.0
AMZN,2019,0.05391479081896566,0.03835861382657534,0.03196563251220789,0.0735286166131451,0.04362102922935172,0.08422613565041231,0.03270277213185045,0.03762739637808272,0.05663783657054226,0.04796615379571898,0.040544456575776204,0.06217188915919751,0.05851131319025701,0.10767464316459768,0.04382991627103554,0.03777950140644469,theme_13,0.10767464316459768
AVGO,2019,0.05983607718220295,0.034707218498946674,0.03256617134322262,0.037752007239645245,0.05308803589663256,0.05576614294961108,0.023866310890838148,0.028930355463616376,0.048262125197680035,0.042038962376497784,0.042097859184450914,0.053020291670882784,0.04744466957208565,0.0489386587100406,0.04815537859464814,0.03954103296398544,theme_0,0.05983607718220295
BAC,2019,5.4036456818270195e-308,4.44713618879299e-308,4.328746045268759e-308,8.105340312389702e-308,5.163614920047879e-308,5.327155614944726e-308,3.916272915586058e-308,4.507255022713126e-308,1.0,1.4604154401897344e-307,4.2237427797215473e-308,5.350909054484134e-308,4.77575267611671e-308,5.658458920699084e-308,4.752184483483469e-308,4.1820361343509333e-308,theme_8,1.0
BRK-B,2019,0.05921078452934282,0.0352974607118912,0.030651208866941476,0.043438609382107585,0.0398738120709132,0.036072754309440465,0.028027771825418296,0.030774597449495327,0.06837327693688068,0.05801748028764537,0.033110041263771976,0.039481649211349924,0.033054620724851734,0.042216313035724685,0.03867644423506349,0.029972699227648655,theme_8,0.06837327693688068
