ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,theme_15,theme_16,theme_17,theme_18,theme_19,theme_20,theme_21,theme_22,best_theme,best_score
CTAS,2023,0.0017653773632346477,0.00897801120801586,0.008871709483806924,0.012877530182040974,0.012166632663239247,0.009864823606411268,0.02136234083621993,0.0069873712692026056,0.006710027477067886,0.03528351613316801,0.020873433320578654,0.025999046532979637,0.021724969086120587,0.02643287082893183,0.0318239842350928,0.05075269908097104,0.032198847961034525,0.019190792046021882,0.015400428160416776,0.025993219993148315,0.02494890218493438,0.10596409627124412,0.03283273051665968,theme_21,0.10596409627124412
CTRA,2023,1.0,4.771982800966074e-309,4.27043950991461e-309,4.581599483270237e-309,4.321153167326437e-309,4.370984533682004e-309,4.20351205009891e-309,4.300333091825583e-309,4.269697538115624e-309,4.092625762405805e-309,4.16827953993649e-309,4.13061316243297e-309,4.08928745761841e-309,4.00239118991048e-309,4.12473742238667e-309,4.116428319548503e-309,4.05200074700611e-309,4.439831930032377e-309,4.49594295150709e-309,4.104721951238326e-309,4.35116527969722e-309,4.078486369302815e-309,4.058005658104916e-309,theme_0,1.0
CTSH,2023,4.308616019461525e-309,2.012485597779784e-308,1.7833040453282214e-308,4.842393455135371e-308,2.178746860449626e-308,1.9476583442976295e-308,4.278706782574731e-308,1.490766165542346e-308,1.430088984304481e-308,4.2284615251027936e-308,2.921555744955903e-308,3.1576949870634597e-308,2.7821773133705027e-308,3.639590434575378e-308,6.304849469585507e-308,4.897435091254014e-308,5.554864385821207e-308,1.3021186262240302e-307,9.2650858572245e-308,8.225683554255716e-308,1.0,3.980827398910276e-308,3.2064203694232814e-308,theme_20,1.0
CTVA,2023,0.0019138280795830066,0.00978715850121852,0.00926691486973674,0.012238545629389438,0.014684428797692663,0.01178143970631706,0.018721624313101336,0.00734574345202105,0.0070747824228798795,0.0410000992760645,0.021557576401898794,0.029753800117171127,0.025850425318726552,0.0417984773063186,0.039311034569601534,0.07072979578896406,0.030106141392498693,0.017690262251859937,0.014691650154637817,0.025826648790803645,0.02257515443730983,0.07415853246919184,0.03117741632428536,theme_21,0.07415853246919184
CVNA,2023,0.0009574169003722977,0.005631087660458549,0.00491585828189011,0.008361420112715753,0.00873816252071264,0.007114559632431594,0.01257523053509734,0.0039153051772068265,0.0037546479605750148,0.02781707117029226,0.009612797599116386,0.011566825589045938,0.010513900470441215,0.021347767557933328,0.04265725727892239,0.050620130360748354,0.02370431696950792,0.01224180156703393,0.009365981669826117,0.021648422589962472,0.01745388138799397,0.018658789506022545,0.014021446769855311,theme_15,0.050620130360748354
CVS,2023,4.17403338270741e-309,2.100858978768011e-308,2.073420098181309e-308,2.5076136137105787e-308,2.4174710761875174e-308,2.0194894878099704e-308,3.1799220111960335e-308,1.638411087934256e-308,1.581711576948742e-308,2.884976470380257e-308,1.0,1.902172933202964e-307,1.3245043424477556e-307,2.8854418269005226e-308,3.0980408983039706e-308,3.7371477276607085e-308,2.7827493825860707e-308,2.7336455832102595e-308,2.4353959268862065e-308,2.6147609649441056e-308,2.818133098892845e-308,3.969752519644149e-308,2.938411648181512e-308,theme_10,1.0
CVX,2023,4.289416622654416e-309,3.4252899547717743e-308,2.5239271820535835e-308,2.3138409417498693e-308,1.0,1.324678199808255e-307,2.6532591870398186e-308,1.9978843324791895e-308,1.90942856858118e-308,2.938017137496114e-308,2.448857701557253e-308,2.711877869814723e-308,2.7686614273865536e-308,3.0784147966866913e-308,3.031430398647797e-308,3.584123511839833e-308,2.4688669835235725e-308,2.284780610018748e-308,1.8876062600409994e-308,2.32178106934262e-308,2.3569147492555336e-308,2.774102955151475e-308,2.664638034875459e-308,theme_4,1.0
D,2023,0.0027689751206783366,0.023298697214236077,0.013148348017477846,0.01311896137226682,0.11635525053989175,0.3873915694553495,0.013482150014885924,0.011097942854814937,0.01070002787162201,0.015486798467845174,0.01273761828933969,0.013859849564903503,0.01410402800726545,0.016454569013473027,0.015988088604872948,0.01754980598646867,0.012954261297681513,0.01278685129792535,0.010935617871847995,0.01271605200380128,0.01305385089807868,0.013998174238075025,0.013420089968305508,theme_5,0.3873915694553495
DAL,2023,0.0028098866762152285,0.011246604806571157,0.04431725150952905,0.011170891674489489,0.012530113197497526,0.011329820197786403,0.013553145416291072,0.11796798925416552,0.6126520613313023,0.00919725409107385,0.010240646051065507,0.01014941305518549,0.010042877666599016,0.008921081466052375,0.009482113984218308,0.010263417620184408,0.010034626616566776,0.010169117636030168,0.00885501330010863,0.008973569906767372,0.009557206855788111,0.009964449918945155,0.010908397907307054,theme_8,0.6126520613313023
DASH,2023,0.002385350860716199,0.011269492255043331,0.010965860963212974,0.0188907537146575,0.014781048158366856,0.01264068386341432,0.029137302836826983,0.008934609302891451,0.008613699038288245,0.055412851331889355,0.0193579232752327,0.02219108131562197,0.019697397499833524,0.03488608504795657,0.06502826595621329,0.05720712254355013,0.10524233495272219,0.03356465957673783,0.026101902411946435,0.08721907768347942,0.058378268540255525,0.04681845452207456,0.035644167247698505,theme_16,0.10524233495272219
DD,2023,0.001858550453238192,0.009525749646144695,0.008940641870909248,0.011848101184089669,0.014431058677280376,0.011593546837765367,0.017875507224493617,0.007093833809503316,0.0068364428205456825,0.03952918184595807,0.02081627436222638,0.02913822979906192,0.025387251990317206,0.04401287644480648,0.041809092977776734,0.08075946848844198,0.02916832707904654,0.017152717604038928,0.014263686282951658,0.025466279878333543,0.021954658427470786,0.06058929572666918,0.02834949121944514,theme_15,0.08075946848844198
DDOG,2023,4.09618439911275e-309,1.7947589784534993e-308,1.723592530528569e-308,2.8899830013563087e-308,2.2924569233168983e-308,2.0264171419159114e-308,3.817838981749555e-308,1.430789625280688e-308,1.3870161955428673e-308,5.780495733475331e-308,2.5523399182730804e-308,2.9270895525885544e-308,2.6313428151531e-308,4.693599367512001e-308,1.2130016047127924e-307,6.297977808882821e-308,9.95208609513358e-308,4.684690030778443e-308,3.823555614963704e-308,1.0,8.393246555283338e-308,4.3805751835576377e-308,3.4683702397950244e-308,theme_19,1.0
DE,2023,0.002914039726728603,0.01654945678759002,0.01455161037549944,0.02160542886468421,0.025914575168187643,0.020473714764121166,0.031184806016455027,0.011522330194148084,0.011032694165552347,0.08122844454778831,0.02895225778725657,0.03702352761888011,0.03304703158669097,0.07184479624471761,0.08961229363508616,0.17383809738630962,0.04910485325505658,0.03243004511801476,0.025569470283306056,0.04707769740526637,0.04284424006235502,0.06094826332397497,0.0385212448156848,theme_15,0.17383809738630962
DECK,2023,0.0034157733388624624,0.016209411469458007,0.018103811506235183,0.020802991553786582,0.022389141212044238,0.018262312595875824,0.03866749803211564,0.014196676722199887,0.013695749457930746,0.046282764716785746,0.027659865373857923,0.03127609086389777,0.028657730433299194,0.03513746424663391,0.03838810464963144,0.05794799576947333,0.05235124944333067,0.026568174299567968,0.021556807857469832,0.035500110241180306,0.03261439572832393,0.1279820676436784,0.17985022519575955,theme_22,0.17985022519575955
DELL,2023,4.12549078229793e-309,2.048342581920324e-308,1.858307135676625e-308,3.136417697401254e-308,2.834075043726051e-308,2.431843405631233e-308,4.314292224433992e-308,1.510413402267962e-308,1.458063182753803e-308,8.033236785764185e-308,3.3771873805482697e-308,4.074645227451739e-308,3.638052062601962e-308,8.013580781288163e-308,1.0,1.3076882516857452e-307,1.028806328614661e-307,5.202502922146998e-308,4.115838901057982e-308,1.5570575612332756e-307,8.436070597212673e-308,6.237558851626842e-308,4.464901705417143e-308,theme_14,1.0
DG,2023,4.07292854724322e-309,1.8725351871575375e-308,2.2174071919660416e-308,2.31750899399827e-308,2.571696111931556e-308,2.1170608386830843e-308,4.1818798221369726e-308,1.7430043953197914e-308,1.6825683208063464e-308,4.4166815673084837e-308,2.9131702745726676e-308,3.1728270199518504e-308,2.98999205743365e-308,3.5495795694007784e-308,3.7966655967851126e-308,5.27277904517703e-308,5.208898735955547e-308,2.85869705424145e-308,2.350437324229664e-308,3.610764659978664e-308,3.37153560837964e-308,9.026500816481912e-308,1.0,theme_22,1.0
DGX,2023,0.003283859442921986,0.1788471108956377,0.01615883169434168,0.019623497427753156,0.029804520939831464,0.030031339522581958,0.016559318362323838,0.01353997627154421,0.012998961016996536,0.0150164421320553,0.01588972006350965,0.016403691723359832,0.016286222147721498,0.01478274016133076,0.015940096245884734,0.017279080452675576,0.013648265581548271,0.01681975589514525,0.014182649914125352,0.013506466898835567,0.015634671727507845,0.01481287435161089,0.014165732780983235,theme_1,0.1788471108956377
DHI,2023,0.0024371686263437668,0.01371223289930688,0.015558823113544942,0.027504154436672677,0.01631096732768965,0.013335182890522723,0.13599755962799118,0.01173497350664229,0.01113986087967344,0.0221465869607674,0.019405212236269606,0.021047372771831274,0.018561974500852684,0.018361534436850405,0.025858041688073846,0.029453041843039218,0.02916590539923845,0.031659216486957964,0.020219436210420865,0.02448421257433371,0.030640044895743807,0.025865640891994803,0.022879210888450713,theme_6,0.13599755962799118
DHR,2023,0.004305450223392322,0.019782208423945475,0.2199499117266433,0.019628608235178015,0.02274480283796356,0.019828801181023162,0.025438414778382715,0.11893249421739353,0.12077482675489325,0.016190505843042394,0.01864300543906924,0.018502290964677908,0.018314954322297086,0.015701323915876284,0.01678416414715209,0.0185561436388692,0.01761555603185651,0.017800593843294146,0.015131953514322713,0.015625022716157295,0.01671650932429531,0.01794061741216033,0.019720750413900322,theme_2,0.2199499117266433
