ticker,year,x,y,cluster
AAPL,2021,-16.987257,15.543877,8
ABBV,2021,-15.4296055,18.509602,3
ABT,2021,-15.121224,18.63381,3
ACN,2021,-16.096546,15.875062,11
ADBE,2021,-17.5181,15.6298065,8
AMD,2021,-16.023952,16.24121,12
AMZN,2021,-18.33046,17.116074,6
AVGO,2021,-16.389484,16.64263,-1
BAC,2021,-16.661291,17.494778,5
BRK-B,2021,-16.20744,17.029177,-1
COST,2021,-15.61463,16.513048,12
CRM,2021,-17.46972,16.99767,9
CSCO,2021,-16.663595,16.851555,-1
CVX,2021,-16.61172,18.17329,4
DIS,2021,-16.926105,15.866935,13
GE,2021,-15.256653,16.595724,1
GOOGL,2021,-17.472212,16.551394,9
GS,2021,-18.224857,15.669683,0
HD,2021,-15.671316,17.23007,2
IBM,2021,-17.844656,16.969368,7
INTU,2021,-17.996368,17.385447,6
JNJ,2021,-14.918142,18.429811,3
JPM,2021,-18.403234,15.863328,0
KO,2021,-15.854212,16.714176,12
LIN,2021,-16.113483,18.373875,4
LLY,2021,-16.85046,16.465338,13
MA,2021,-17.579988,15.93672,10
MCD,2021,-14.907236,16.511105,1
META,2021,-16.575012,16.151987,-1
MRK,2021,-15.18152,18.171436,3
MS,2021,-14.621461,16.70363,1
MSFT,2021,-17.05422,16.978931,7
NEE,2021,-15.437467,16.02007,11
NFLX,2021,-17.635063,15.41212,9
NVDA,2021,-16.275179,16.452871,12
ORCL,2021,-17.638052,16.572144,9
PEP,2021,-15.702362,15.750099,11
PG,2021,-14.972474,17.158594,2
PM,2021,-15.415806,17.642073,2
QCOM,2021,-18.498844,17.461292,6
RTX,2021,-17.169687,17.717813,5
SPGI,2021,-14.997629,17.480995,2
TMO,2021,-15.761757,17.879938,3
TSLA,2021,-17.076975,16.27056,-1
TXN,2021,-18.053576,17.643229,6
UNH,2021,-15.258172,17.920805,3
V,2021,-17.386656,16.169857,10
WFC,2021,-16.981356,17.49388,5
WMT,2021,-16.432058,15.450189,13
XOM,2021,-16.378641,18.386438,4
