ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,best_theme,best_score
INTC,2023,0.001727433147132372,0.0010882740170037807,0.02739343199836307,0.032469608258025286,0.037045365232489316,0.039744192273953836,0.051115131650046226,0.09713021775009092,0.052296114286354015,0.027934097964792272,0.031085248368952472,0.0237453347204103,0.03975512256020368,0.06141218162379195,0.044887234842775736,theme_7,0.09713021775009092
INTU,2023,1.89826812954797e-309,1.207241044337436e-309,4.074406096682832e-308,3.6563903703259633e-308,4.587608498834489e-308,7.347324744525213e-308,3.090923531951207e-308,3.7858412355488834e-308,3.6667436042816087e-308,5.419582827456843e-308,1.0,8.296063118849595e-308,3.357125173672849e-308,2.9562311686411434e-308,3.607842188096146e-308,theme_10,1.0
INVH,2023,1.884004210607515e-309,1.196266266095623e-309,3.2368344204142293e-308,3.0761971212736573e-308,1.0,5.73149839501831e-308,3.2428489547678735e-308,3.9943227891300177e-308,4.2477628224249464e-308,3.7791971924709676e-308,4.570101839758673e-308,3.926994968798157e-308,3.969026731197367e-308,3.596435763054093e-308,4.3602932490713623e-308,theme_4,1.0
IP,2023,0.8810904516639682,0.0029235057918662447,0.002147781863434815,0.002187443623373892,0.0021976682378756535,0.0022141017058692506,0.002222521559117396,0.0022223364806506613,0.0022306469681827377,0.002188494517916326,0.002214873414737116,0.002224010341729994,0.0022033628403747194,0.00223100775312227,0.0022131587801761917,theme_0,0.8810904516639682
IQV,2023,0.0029645359451271045,0.001899282213896864,0.06910995190364298,0.25972290839339207,0.0511543062628883,0.08086558354960605,0.044257110431664706,0.05430332474689761,0.0460821391922942,0.06191072895495181,0.05988035656101037,0.05531870233143663,0.05568861852863233,0.04820877017015434,0.050869600740556936,theme_3,0.25972290839339207
IR,2023,0.0017763064924556776,0.0011229934205277737,0.028569787772162576,0.03138686812580774,0.04316977918236346,0.047935236689896035,0.02967474495682799,0.04117285319391989,0.3666219984031996,0.04272794963455486,0.03588503832648649,0.03441355477887511,0.06381716420957798,0.08345749451404691,0.08785662533247213,theme_8,0.3666219984031996
IRM,2023,0.001959510928616223,0.0012474949793395648,0.03353161058897568,0.035358787016320795,0.04571170471281337,0.059721908747881976,0.024844139876879463,0.030059628936604507,0.04447134822887683,0.08162947736871536,0.05251402464732916,0.14097348688843597,0.06103958893753708,0.03488543303820403,0.05864380110848982,theme_11,0.14097348688843597
ISRG,2023,0.002193243647899497,0.0013866784946728673,0.033006688135029626,0.0367149296991857,0.04175589665132931,0.05299139460474254,0.027602649360691487,0.03340899329620926,0.0766604680171706,0.07614421061558754,0.04910197496051875,0.07667322980582834,0.06097550574175833,0.04532713013029775,0.06275177464294292,theme_11,0.07667322980582834
IT,2023,0.0009312641789278505,0.000590680632324805,0.0192006694699547,0.021225320027508612,0.024107675043268398,0.039886719184232075,0.014718092072567864,0.018369857972901808,0.027895715337796376,0.043652416110700976,0.04020170705831858,0.052857890959815905,0.024193261549169426,0.0196284183432968,0.028900498497288377,theme_11,0.052857890959815905
ITW,2023,0.002138428054172381,0.0013773955044890011,0.2945485821271953,0.04521964995971354,0.03354098043928996,0.043011921845906284,0.03939633325887974,0.047414745248109694,0.032666407800344265,0.041115585528106235,0.048040067077309,0.03321509276714117,0.03252525069072155,0.029118171108974144,0.029193724639495478,theme_2,0.2945485821271953
IVZ,2023,1.90140789572539e-309,1.1999588746583e-309,3.5029171203154837e-308,3.6859944413435574e-308,4.293903183687966e-308,4.555610523748518e-308,1.0461593803795913e-307,1.0,4.341505838100713e-308,3.037164060950032e-308,4.0258905298437725e-308,2.6411327252791893e-308,3.4830528604956743e-308,4.470945124849474e-308,3.769335201715738e-308,theme_7,1.0
J,2023,1.903228104798506e-309,1.205377597004914e-309,3.1313066292636976e-308,3.4986612301917897e-308,4.38063775785461e-308,5.006434790053783e-308,2.994661938327734e-308,3.940320162206038e-308,1.0,4.761810504687265e-308,3.6838583763341246e-308,3.9970268080405257e-308,9.651484057514941e-308,7.984090843577105e-308,8.549013172037206e-308,theme_8,1.0
JBHT,2023,0.0023542098844220767,0.001489640276307952,0.047645600584846445,0.04161700244597835,0.06963494977128803,0.07599708680749075,0.04300695110053807,0.05403505132081128,0.07963839050798895,0.06790580512487991,0.07490895179624739,0.06977354202572286,0.0765511902733141,0.055365019125136763,0.06452066632281886,theme_8,0.07963839050798895
JBL,2023,0.002128307797780551,0.001348360877088526,0.028622772666020316,0.03570604811386081,0.04732364969702215,0.04454332760040387,0.02757279515916075,0.03483264241079645,0.09555752900744871,0.05204655519681971,0.03307229268418695,0.040012269062166525,0.10690987001785451,0.09485574969346702,0.33496286019579763,theme_14,0.33496286019579763
JCI,2023,0.0019702884121688257,0.001245382233276121,0.026356521953167046,0.036594013251373916,0.04106598498757399,0.03974847827917267,0.02740206855663946,0.03543687546505342,0.0920218460613976,0.04300566391128271,0.029875220302046427,0.03324465770523386,0.07356501400548217,0.129278361660128,0.2821063740096077,theme_14,0.2821063740096077
JKHY,2023,1.90775410955132e-309,1.205976725420757e-309,2.927672113020366e-308,3.576049018399616e-308,4.092999496603569e-308,4.4108414887801124e-308,3.013292613072894e-308,3.985262047817469e-308,1.0,4.3051688516281876e-308,3.3857873270969943e-308,3.54620151727996e-308,8.329776723188605e-308,1.1204948311140906e-307,1.0020672099401612e-307,theme_8,1.0
