ticker,year,filing_date,text_path,char_count,extraction_method,status
COHR,2019,2020-08-26,data\edgar\filings\COHR_2019.txt,6945,item1_extracted,ok
COHR,2021,2022-08-29,data\edgar\filings\COHR_2021.txt,10358,item1_extracted,ok
COHR,2023,2024-08-16,data\edgar\filings\COHR_2023.txt,7605,item1_extracted,ok
COIN,2021,2022-02-25,data\edgar\filings\COIN_2021.txt,30000,item1_extracted,ok
COIN,2023,2024-02-15,data\edgar\filings\COIN_2023.txt,30000,item1_extracted,ok
COO,2019,2020-12-11,data\edgar\filings\COO_2019.txt,30000,item1_extracted,ok
COO,2021,2022-12-09,data\edgar\filings\COO_2021.txt,30000,item1_extracted,ok
COO,2023,2024-12-06,data\edgar\filings\COO_2023.txt,30000,item1_extracted,ok
COP,2019,2020-02-18,data\edgar\filings\COP_2019.txt,30000,full_text_fallback,ok
COP,2021,2022-02-17,data\edgar\filings\COP_2021.txt,30000,full_text_fallback,ok
COP,2023,2024-02-15,data\edgar\filings\COP_2023.txt,30000,full_text_fallback,ok
COR,2019,2020-11-19,data\edgar\filings\COR_2019.txt,7210,item1_extracted,ok
COR,2021,2022-11-22,data\edgar\filings\COR_2021.txt,7275,item1_extracted,ok
COR,2023,2024-11-26,data\edgar\filings\COR_2023.txt,4905,item1_extracted,ok
COST,2019,2020-10-07,data\edgar\filings\COST_2019.txt,18640,cached,ok
COST,2021,2022-10-05,data\edgar\filings\COST_2021.txt,23604,cached,ok
COST,2023,2024-10-09,data\edgar\filings\COST_2023.txt,23736,cached,ok
CPAY,2019,2020-03-02,data\edgar\filings\CPAY_2019.txt,30000,item1_start_only,ok
CPAY,2021,2022-03-01,data\edgar\filings\CPAY_2021.txt,30000,item1_start_only,ok
CPAY,2023,2024-02-29,data\edgar\filings\CPAY_2023.txt,30000,item1_start_only,ok
CPB,2019,2020-09-24,data\edgar\filings\CPB_2019.txt,17667,item1_extracted,ok
CPB,2021,2022-09-22,data\edgar\filings\CPB_2021.txt,20741,item1_extracted,ok
CPB,2023,2024-09-19,data\edgar\filings\CPB_2023.txt,20926,item1_extracted,ok
CPRT,2019,2020-09-28,data\edgar\filings\CPRT_2019.txt,344,item1_extracted,ok
CPRT,2021,2022-09-27,data\edgar\filings\CPRT_2021.txt,362,item1_extracted,ok
CPRT,2023,2024-09-30,data\edgar\filings\CPRT_2023.txt,362,item1_extracted,ok
CPT,2019,2020-02-20,data\edgar\filings\CPT_2019.txt,10543,item1_extracted,ok
CPT,2021,2022-02-17,data\edgar\filings\CPT_2021.txt,14739,item1_extracted,ok
CPT,2023,2024-02-22,data\edgar\filings\CPT_2023.txt,13530,item1_extracted,ok
CRH,2023,2024-02-29,data\edgar\filings\CRH_2023.txt,30000,item1_extracted,ok
CRL,2019,2020-02-11,data\edgar\filings\CRL_2019.txt,30000,item1_extracted,ok
CRL,2021,2022-02-16,data\edgar\filings\CRL_2021.txt,30000,item1_extracted,ok
CRL,2023,2024-02-14,data\edgar\filings\CRL_2023.txt,30000,item1_extracted,ok
CRM,2019,2020-03-05,data\edgar\filings\CRM_2019.txt,29425,cached,ok
CRM,2021,2022-03-11,data\edgar\filings\CRM_2021.txt,30000,cached,ok
CRM,2023,2024-03-06,data\edgar\filings\CRM_2023.txt,30000,cached,ok
CRWD,2019,2020-03-23,data\edgar\filings\CRWD_2019.txt,30000,item1_extracted,ok
CRWD,2021,2022-03-16,data\edgar\filings\CRWD_2021.txt,30000,item1_extracted,ok
CRWD,2023,2024-03-07,data\edgar\filings\CRWD_2023.txt,30000,item1_extracted,ok
CSCO,2019,2020-09-03,data\edgar\filings\CSCO_2019.txt,2655,cached,ok
CSCO,2021,2022-09-08,data\edgar\filings\CSCO_2021.txt,2746,cached,ok
CSCO,2023,2024-09-05,data\edgar\filings\CSCO_2023.txt,2714,cached,ok
CSGP,2019,2020-02-26,data\edgar\filings\CSGP_2019.txt,6286,item1_extracted,ok
CSGP,2021,2022-02-23,data\edgar\filings\CSGP_2021.txt,15195,item1_extracted,ok
CSGP,2023,2024-02-22,data\edgar\filings\CSGP_2023.txt,27857,item1_extracted,ok
CSX,2019,2020-02-12,data\edgar\filings\CSX_2019.txt,8610,item1_extracted,ok
CSX,2021,2022-02-16,data\edgar\filings\CSX_2021.txt,11071,item1_extracted,ok
CSX,2023,2024-02-14,data\edgar\filings\CSX_2023.txt,11333,item1_extracted,ok
CTAS,2019,2020-07-29,data\edgar\filings\CTAS_2019.txt,10094,item1_extracted,ok
CTAS,2021,2022-07-27,data\edgar\filings\CTAS_2021.txt,22927,item1_extracted,ok
CTAS,2023,2024-07-25,data\edgar\filings\CTAS_2023.txt,20546,item1_extracted,ok
CTRA,2019,2020-02-25,data\edgar\filings\CTRA_2019.txt,30000,full_text_fallback,ok
CTRA,2021,2022-03-01,data\edgar\filings\CTRA_2021.txt,30000,full_text_fallback,ok
CTRA,2023,2024-02-23,data\edgar\filings\CTRA_2023.txt,30000,full_text_fallback,ok
CTSH,2019,2020-02-14,data\edgar\filings\CTSH_2019.txt,28200,item1_extracted,ok
CTSH,2021,2022-02-16,data\edgar\filings\CTSH_2021.txt,26100,item1_extracted,ok
CTSH,2023,2024-02-14,data\edgar\filings\CTSH_2023.txt,16970,item1_extracted,ok
CTVA,2019,2020-02-14,data\edgar\filings\CTVA_2019.txt,30000,item1_extracted,ok
CTVA,2021,2022-02-10,data\edgar\filings\CTVA_2021.txt,30000,item1_extracted,ok
CTVA,2023,2024-02-08,data\edgar\filings\CTVA_2023.txt,30000,item1_extracted,ok
CVNA,2019,2020-02-26,data\edgar\filings\CVNA_2019.txt,30000,item1_extracted,ok
CVNA,2021,2022-02-24,data\edgar\filings\CVNA_2021.txt,30000,item1_extracted,ok
CVNA,2023,2024-02-22,data\edgar\filings\CVNA_2023.txt,30000,item1_extracted,ok
CVS,2019,2020-02-18,data\edgar\filings\CVS_2019.txt,30000,item1_extracted,ok
CVS,2021,2022-02-09,data\edgar\filings\CVS_2021.txt,30000,item1_extracted,ok
CVS,2023,2024-02-07,data\edgar\filings\CVS_2023.txt,30000,item1_extracted,ok
CVX,2019,2020-02-21,data\edgar\filings\CVX_2019.txt,30000,cached,ok
CVX,2021,2022-02-24,data\edgar\filings\CVX_2021.txt,30000,cached,ok
CVX,2023,2024-02-26,data\edgar\filings\CVX_2023.txt,30000,cached,ok
D,2019,2020-02-28,data\edgar\filings\D_2019.txt,30000,item1_extracted,ok
D,2021,2022-02-24,data\edgar\filings\D_2021.txt,17623,item1_extracted,ok
D,2023,2024-02-23,data\edgar\filings\D_2023.txt,8928,item1_extracted,ok
DAL,2019,2020-02-13,data\edgar\filings\DAL_2019.txt,30000,item1_start_only,ok
DAL,2021,2022-02-11,data\edgar\filings\DAL_2021.txt,2455,item1_extracted,ok
DAL,2023,2024-02-12,data\edgar\filings\DAL_2023.txt,2479,item1_extracted,ok
DASH,2021,2022-03-01,data\edgar\filings\DASH_2021.txt,27117,item1_extracted,ok
DASH,2023,2024-02-20,data\edgar\filings\DASH_2023.txt,25442,item1_extracted,ok
DD,2019,2020-02-14,data\edgar\filings\DD_2019.txt,30000,item1_extracted,ok
DD,2021,2022-02-11,data\edgar\filings\DD_2021.txt,30000,item1_extracted,ok
DD,2023,2024-02-15,data\edgar\filings\DD_2023.txt,30000,item1_extracted,ok
DDOG,2019,2020-02-25,data\edgar\filings\DDOG_2019.txt,30000,item1_extracted,ok
DDOG,2021,2022-02-25,data\edgar\filings\DDOG_2021.txt,30000,item1_extracted,ok
DDOG,2023,2024-02-23,data\edgar\filings\DDOG_2023.txt,30000,item1_extracted,ok
DE,2019,2020-12-17,data\edgar\filings\DE_2019.txt,30000,item1_extracted,ok
DE,2021,2022-12-15,data\edgar\filings\DE_2021.txt,30000,item1_extracted,ok
DE,2023,2024-12-12,data\edgar\filings\DE_2023.txt,30000,item1_extracted,ok
DECK,2019,2020-06-01,data\edgar\filings\DECK_2019.txt,30000,item1_extracted,ok
DECK,2021,2022-05-27,data\edgar\filings\DECK_2021.txt,30000,item1_extracted,ok
DECK,2023,2024-05-24,data\edgar\filings\DECK_2023.txt,30000,item1_extracted,ok
DELL,2019,2020-03-27,data\edgar\filings\DELL_2019.txt,19867,item1_extracted,ok
DELL,2021,2022-03-24,data\edgar\filings\DELL_2021.txt,22009,item1_extracted,ok
DELL,2023,2024-03-25,data\edgar\filings\DELL_2023.txt,19324,item1_extracted,ok
DG,2019,2020-03-19,data\edgar\filings\DG_2019.txt,23924,item1_extracted,ok
DG,2021,2022-03-18,data\edgar\filings\DG_2021.txt,30000,item1_extracted,ok
DG,2023,2024-03-25,data\edgar\filings\DG_2023.txt,23610,item1_extracted,ok
DGX,2019,2020-02-20,data\edgar\filings\DGX_2019.txt,214,item1_extracted,ok
DGX,2021,2022-02-28,data\edgar\filings\DGX_2021.txt,214,item1_extracted,ok
DGX,2023,2024-02-22,data\edgar\filings\DGX_2023.txt,214,item1_extracted,ok
DHI,2019,2020-11-20,data\edgar\filings\DHI_2019.txt,30000,item1_extracted,ok
DHI,2021,2022-11-18,data\edgar\filings\DHI_2021.txt,30000,item1_extracted,ok
DHI,2023,2024-11-19,data\edgar\filings\DHI_2023.txt,30000,item1_extracted,ok
DHR,2019,2020-02-21,data\edgar\filings\DHR_2019.txt,3834,item1_extracted,ok
DHR,2021,2022-02-23,data\edgar\filings\DHR_2021.txt,4387,item1_extracted,ok
DHR,2023,2024-02-21,data\edgar\filings\DHR_2023.txt,4581,item1_extracted,ok
DIS,2019,2020-11-25,data\edgar\filings\DIS_2019.txt,30000,cached,ok
DIS,2021,2022-11-29,data\edgar\filings\DIS_2021.txt,30000,cached,ok
DIS,2023,2024-11-14,data\edgar\filings\DIS_2023.txt,30000,cached,ok
DLR,2019,2020-03-02,data\edgar\filings\DLR_2019.txt,30000,item1_extracted,ok
DLR,2021,2022-02-25,data\edgar\filings\DLR_2021.txt,23611,item1_extracted,ok
DLR,2023,2024-02-23,data\edgar\filings\DLR_2023.txt,21799,item1_extracted,ok
DLTR,2019,2020-03-20,data\edgar\filings\DLTR_2019.txt,7173,item1_extracted,ok
DLTR,2021,2022-03-15,data\edgar\filings\DLTR_2021.txt,8580,item1_extracted,ok
DLTR,2023,2024-03-20,data\edgar\filings\DLTR_2023.txt,7287,item1_extracted,ok
DOC,2019,2020-02-13,data\edgar\filings\DOC_2019.txt,30000,item1_extracted,ok
DOC,2021,2022-02-09,data\edgar\filings\DOC_2021.txt,30000,item1_extracted,ok
DOC,2023,2024-02-09,data\edgar\filings\DOC_2023.txt,30000,item1_extracted,ok
DOV,2019,2020-02-14,data\edgar\filings\DOV_2019.txt,30000,item1_extracted,ok
DOV,2021,2022-02-11,data\edgar\filings\DOV_2021.txt,30000,item1_extracted,ok
DOV,2023,2024-02-09,data\edgar\filings\DOV_2023.txt,30000,item1_extracted,ok
DOW,2019,2020-02-07,data\edgar\filings\DOW_2019.txt,30000,item1_extracted,ok
DOW,2021,2022-02-04,data\edgar\filings\DOW_2021.txt,30000,item1_extracted,ok
DOW,2023,2024-01-31,data\edgar\filings\DOW_2023.txt,30000,item1_extracted,ok
DPZ,2019,2020-02-20,data\edgar\filings\DPZ_2019.txt,30000,item1_extracted,ok
DPZ,2021,2022-03-01,data\edgar\filings\DPZ_2021.txt,30000,item1_extracted,ok
DPZ,2023,2024-02-26,data\edgar\filings\DPZ_2023.txt,30000,item1_extracted,ok
DRI,2019,2020-07-24,data\edgar\filings\DRI_2019.txt,30000,item1_extracted,ok
DRI,2021,2022-07-22,data\edgar\filings\DRI_2021.txt,30000,item1_extracted,ok
DRI,2023,2024-07-19,data\edgar\filings\DRI_2023.txt,30000,item1_extracted,ok
DTE,2019,2020-02-05,data\edgar\filings\DTE_2019.txt,30000,full_text_fallback,ok
DTE,2021,2022-02-10,data\edgar\filings\DTE_2021.txt,30000,full_text_fallback,ok
DTE,2023,2024-02-08,data\edgar\filings\DTE_2023.txt,30000,full_text_fallback,ok
DUK,2019,2020-02-20,data\edgar\filings\DUK_2019.txt,30000,item1_extracted,ok
DUK,2021,2022-02-24,data\edgar\filings\DUK_2021.txt,30000,item1_extracted,ok
DUK,2023,2024-02-23,data\edgar\filings\DUK_2023.txt,30000,item1_extracted,ok
DVA,2019,2020-02-21,data\edgar\filings\DVA_2019.txt,30000,item1_extracted,ok
DVA,2021,2022-02-11,data\edgar\filings\DVA_2021.txt,9648,item1_extracted,ok
DVA,2023,2024-02-14,data\edgar\filings\DVA_2023.txt,28472,item1_extracted,ok
DVN,2019,2020-02-19,data\edgar\filings\DVN_2019.txt,30000,full_text_fallback,ok
DVN,2021,2022-02-16,data\edgar\filings\DVN_2021.txt,30000,full_text_fallback,ok
DVN,2023,2024-02-28,data\edgar\filings\DVN_2023.txt,30000,full_text_fallback,ok
DXCM,2019,2020-02-13,data\edgar\filings\DXCM_2019.txt,30000,item1_extracted,ok
DXCM,2021,2022-02-14,data\edgar\filings\DXCM_2021.txt,30000,item1_extracted,ok
DXCM,2023,2024-02-08,data\edgar\filings\DXCM_2023.txt,30000,item1_extracted,ok
EA,2019,2020-05-20,data\edgar\filings\EA_2019.txt,30000,item1_start_only,ok
EA,2021,2022-05-25,data\edgar\filings\EA_2021.txt,30000,item1_start_only,ok
EA,2023,2024-05-22,data\edgar\filings\EA_2023.txt,29999,item1_start_only,ok
EBAY,2019,2020-01-31,data\edgar\filings\EBAY_2019.txt,30000,item1_extracted,ok
EBAY,2021,2022-02-24,data\edgar\filings\EBAY_2021.txt,30000,item1_start_only,ok
EBAY,2023,2024-02-28,data\edgar\filings\EBAY_2023.txt,30000,item1_start_only,ok
ECL,2019,2020-02-28,data\edgar\filings\ECL_2019.txt,30000,item1_extracted,ok
ECL,2021,2022-02-25,data\edgar\filings\ECL_2021.txt,30000,item1_extracted,ok
ECL,2023,2024-02-23,data\edgar\filings\ECL_2023.txt,30000,item1_extracted,ok
ED,2019,2020-02-20,data\edgar\filings\ED_2019.txt,30000,full_text_fallback,ok
ED,2021,2022-02-17,data\edgar\filings\ED_2021.txt,30000,full_text_fallback,ok
ED,2023,2024-02-15,data\edgar\filings\ED_2023.txt,30000,full_text_fallback,ok
EFX,2019,2020-02-20,data\edgar\filings\EFX_2019.txt,30000,item1_extracted,ok
EFX,2021,2022-02-24,data\edgar\filings\EFX_2021.txt,30000,item1_extracted,ok
EFX,2023,2024-02-22,data\edgar\filings\EFX_2023.txt,30000,item1_extracted,ok
EG,2019,2020-03-02,data\edgar\filings\EG_2019.txt,30000,item1_extracted,ok
EG,2021,2022-02-28,data\edgar\filings\EG_2021.txt,30000,item1_extracted,ok
EG,2023,2024-02-28,data\edgar\filings\EG_2023.txt,30000,item1_extracted,ok
EIX,2019,2020-02-27,data\edgar\filings\EIX_2019.txt,30000,full_text_fallback,ok
EIX,2021,2022-02-24,data\edgar\filings\EIX_2021.txt,30000,full_text_fallback,ok
EIX,2023,2024-02-22,data\edgar\filings\EIX_2023.txt,30000,full_text_fallback,ok
EL,2019,2020-08-28,data\edgar\filings\EL_2019.txt,2304,item1_extracted,ok
EL,2021,2022-08-24,data\edgar\filings\EL_2021.txt,2421,item1_extracted,ok
EL,2023,2024-08-19,data\edgar\filings\EL_2023.txt,2483,item1_extracted,ok
ELV,2019,2020-02-19,data\edgar\filings\ELV_2019.txt,25344,item1_extracted,ok
ELV,2021,2022-02-16,data\edgar\filings\ELV_2021.txt,15072,item1_extracted,ok
ELV,2023,2024-02-21,data\edgar\filings\ELV_2023.txt,17318,item1_extracted,ok
EME,2019,2020-02-27,data\edgar\filings\EME_2019.txt,29999,item1_start_only,ok
EME,2021,2022-02-24,data\edgar\filings\EME_2021.txt,30000,item1_start_only,ok
EME,2023,2024-02-28,data\edgar\filings\EME_2023.txt,30000,item1_start_only,ok
EMR,2019,2020-11-16,data\edgar\filings\EMR_2019.txt,4316,item1_extracted,ok
EMR,2021,2022-11-14,data\edgar\filings\EMR_2021.txt,6544,item1_extracted,ok
EMR,2023,2024-11-12,data\edgar\filings\EMR_2023.txt,6823,item1_extracted,ok
EOG,2019,2020-02-27,data\edgar\filings\EOG_2019.txt,30000,item1_start_only,ok
EOG,2021,2022-02-24,data\edgar\filings\EOG_2021.txt,214,item1_extracted,ok
EOG,2023,2024-02-22,data\edgar\filings\EOG_2023.txt,214,item1_extracted,ok
EPAM,2019,2020-03-02,data\edgar\filings\EPAM_2019.txt,2445,item1_extracted,ok
EPAM,2021,2022-02-25,data\edgar\filings\EPAM_2021.txt,2525,item1_extracted,ok
EPAM,2023,2024-02-22,data\edgar\filings\EPAM_2023.txt,2395,item1_extracted,ok
EQIX,2019,2020-02-21,data\edgar\filings\EQIX_2019.txt,20623,item1_extracted,ok
EQIX,2021,2022-02-18,data\edgar\filings\EQIX_2021.txt,30000,item1_extracted,ok
EQIX,2023,2024-02-16,data\edgar\filings\EQIX_2023.txt,30000,item1_extracted,ok
EQR,2019,2020-02-20,data\edgar\filings\EQR_2019.txt,16464,item1_extracted,ok
EQR,2021,2022-02-17,data\edgar\filings\EQR_2021.txt,27492,item1_extracted,ok
EQR,2023,2024-02-15,data\edgar\filings\EQR_2023.txt,30000,item1_start_only,ok
EQT,2019,2020-02-27,data\edgar\filings\EQT_2019.txt,30000,item1_extracted,ok
EQT,2021,2022-02-10,data\edgar\filings\EQT_2021.txt,30000,item1_extracted,ok
EQT,2023,2024-02-14,data\edgar\filings\EQT_2023.txt,30000,item1_extracted,ok
ERIE,2019,2020-02-27,data\edgar\filings\ERIE_2019.txt,13755,item1_extracted,ok
ERIE,2021,2022-02-24,data\edgar\filings\ERIE_2021.txt,17131,item1_extracted,ok
ERIE,2023,2024-02-26,data\edgar\filings\ERIE_2023.txt,19756,item1_extracted,ok
ES,2019,2020-02-27,data\edgar\filings\ES_2019.txt,30000,item1_extracted,ok
ES,2021,2022-02-17,data\edgar\filings\ES_2021.txt,30000,item1_extracted,ok
ES,2023,2024-02-14,data\edgar\filings\ES_2023.txt,30000,item1_extracted,ok
ESS,2019,2020-02-20,data\edgar\filings\ESS_2019.txt,30000,item1_start_only,ok
ESS,2021,2022-02-25,data\edgar\filings\ESS_2021.txt,30000,item1_start_only,ok
ESS,2023,2024-02-23,data\edgar\filings\ESS_2023.txt,30000,item1_start_only,ok
ETN,2019,2020-02-26,data\edgar\filings\ETN_2019.txt,8475,item1_extracted,ok
ETN,2021,2022-02-23,data\edgar\filings\ETN_2021.txt,14426,item1_extracted,ok
ETN,2023,2024-02-29,data\edgar\filings\ETN_2023.txt,13423,item1_extracted,ok
ETR,2019,2020-02-21,data\edgar\filings\ETR_2019.txt,30000,full_text_fallback,ok
ETR,2021,2022-02-25,data\edgar\filings\ETR_2021.txt,30000,item1_extracted,ok
ETR,2023,2024-02-23,data\edgar\filings\ETR_2023.txt,30000,item1_extracted,ok
EVRG,2019,2020-03-02,data\edgar\filings\EVRG_2019.txt,30000,item1_extracted,ok
EVRG,2021,2022-02-25,data\edgar\filings\EVRG_2021.txt,30000,item1_extracted,ok
EVRG,2023,2024-02-29,data\edgar\filings\EVRG_2023.txt,30000,item1_extracted,ok
EW,2019,2020-02-14,data\edgar\filings\EW_2019.txt,30000,item1_extracted,ok
EW,2021,2022-02-14,data\edgar\filings\EW_2021.txt,30000,item1_extracted,ok
EW,2023,2024-02-12,data\edgar\filings\EW_2023.txt,30000,item1_extracted,ok
EXC,2019,2020-02-11,data\edgar\filings\EXC_2019.txt,30000,item1_start_only,ok
EXC,2021,2022-02-25,data\edgar\filings\EXC_2021.txt,216,item1_extracted,ok
EXC,2023,2024-02-21,data\edgar\filings\EXC_2023.txt,30000,item1_start_only,ok
EXE,2019,2020-02-27,data\edgar\filings\EXE_2019.txt,30000,item1_extracted,ok
EXE,2021,2022-02-24,data\edgar\filings\EXE_2021.txt,30000,item1_extracted,ok
EXE,2023,2024-02-21,data\edgar\filings\EXE_2023.txt,30000,item1_extracted,ok
EXPD,2019,2020-02-21,data\edgar\filings\EXPD_2019.txt,30000,item1_extracted,ok
EXPD,2021,2022-03-15,data\edgar\filings\EXPD_2021.txt,30000,item1_extracted,ok
EXPD,2023,2024-02-23,data\edgar\filings\EXPD_2023.txt,30000,item1_start_only,ok
EXPE,2019,2020-02-14,data\edgar\filings\EXPE_2019.txt,30000,item1_extracted,ok
EXPE,2021,2022-02-11,data\edgar\filings\EXPE_2021.txt,18488,item1_extracted,ok
EXPE,2023,2024-02-09,data\edgar\filings\EXPE_2023.txt,17157,item1_extracted,ok
EXR,2019,2020-02-25,data\edgar\filings\EXR_2019.txt,3145,item1_extracted,ok
EXR,2021,2022-02-28,data\edgar\filings\EXR_2021.txt,3225,item1_extracted,ok
EXR,2023,2024-02-29,data\edgar\filings\EXR_2023.txt,3251,item1_extracted,ok
F,2019,2020-02-05,data\edgar\filings\F_2019.txt,30000,item1_start_only,ok
F,2021,2022-02-04,data\edgar\filings\F_2021.txt,30000,item1_start_only,ok
F,2023,2024-02-07,data\edgar\filings\F_2023.txt,207,item1_extracted,ok
FANG,2019,2020-02-27,data\edgar\filings\FANG_2019.txt,30000,item1_extracted,ok
FANG,2021,2022-02-24,data\edgar\filings\FANG_2021.txt,30000,item1_extracted,ok
FANG,2023,2024-02-22,data\edgar\filings\FANG_2023.txt,30000,item1_extracted,ok
FAST,2019,2020-02-06,data\edgar\filings\FAST_2019.txt,5130,item1_extracted,ok
FAST,2021,2022-02-07,data\edgar\filings\FAST_2021.txt,5750,item1_extracted,ok
FAST,2023,2024-02-06,data\edgar\filings\FAST_2023.txt,6502,item1_extracted,ok
FCX,2019,2020-02-14,data\edgar\filings\FCX_2019.txt,30000,full_text_fallback,ok
FCX,2021,2022-02-15,data\edgar\filings\FCX_2021.txt,30000,full_text_fallback,ok
FCX,2023,2024-02-16,data\edgar\filings\FCX_2023.txt,30000,full_text_fallback,ok
FDS,2019,2020-10-29,data\edgar\filings\FDS_2019.txt,1332,item1_extracted,ok
FDS,2021,2022-10-21,data\edgar\filings\FDS_2021.txt,1315,item1_extracted,ok
FDS,2023,2024-10-29,data\edgar\filings\FDS_2023.txt,1265,item1_extracted,ok
FDX,2019,2020-07-20,data\edgar\filings\FDX_2019.txt,30000,item1_extracted,ok
FDX,2021,2022-07-18,data\edgar\filings\FDX_2021.txt,2757,item1_extracted,ok
FDX,2023,2024-07-15,data\edgar\filings\FDX_2023.txt,2386,item1_extracted,ok
FE,2019,2020-02-10,data\edgar\filings\FE_2019.txt,623,item1_extracted,ok
FE,2021,2022-02-16,data\edgar\filings\FE_2021.txt,272,item1_extracted,ok
FE,2023,2024-02-13,data\edgar\filings\FE_2023.txt,265,item1_extracted,ok
FFIV,2019,2020-11-19,data\edgar\filings\FFIV_2019.txt,2111,item1_extracted,ok
FFIV,2021,2022-11-15,data\edgar\filings\FFIV_2021.txt,2111,item1_extracted,ok
FFIV,2023,2024-11-18,data\edgar\filings\FFIV_2023.txt,2124,item1_extracted,ok
FICO,2019,2020-11-12,data\edgar\filings\FICO_2019.txt,30000,item1_extracted,ok
FICO,2021,2022-11-09,data\edgar\filings\FICO_2021.txt,30000,item1_extracted,ok
FICO,2023,2024-11-06,data\edgar\filings\FICO_2023.txt,30000,item1_extracted,ok
FIS,2019,2020-02-20,data\edgar\filings\FIS_2019.txt,30000,item1_extracted,ok
FIS,2021,2022-02-23,data\edgar\filings\FIS_2021.txt,30000,item1_extracted,ok
FIS,2023,2024-02-26,data\edgar\filings\FIS_2023.txt,30000,item1_extracted,ok
FISV,2019,2020-02-27,data\edgar\filings\FISV_2019.txt,30000,item1_extracted,ok
FISV,2021,2022-02-24,data\edgar\filings\FISV_2021.txt,30000,item1_extracted,ok
FISV,2023,2024-02-22,data\edgar\filings\FISV_2023.txt,30000,item1_extracted,ok
FITB,2019,2020-03-02,data\edgar\filings\FITB_2019.txt,377,item1_extracted,ok
FITB,2021,2022-02-25,data\edgar\filings\FITB_2021.txt,348,item1_extracted,ok
FITB,2023,2024-02-27,data\edgar\filings\FITB_2023.txt,353,item1_extracted,ok
FIX,2019,2020-02-26,data\edgar\filings\FIX_2019.txt,2778,item1_extracted,ok
FIX,2021,2022-02-23,data\edgar\filings\FIX_2021.txt,3460,item1_extracted,ok
FIX,2023,2024-02-22,data\edgar\filings\FIX_2023.txt,3486,item1_extracted,ok
FOX,2019,2020-08-10,data\edgar\filings\FOX_2019.txt,30000,item1_extracted,ok
FOX,2021,2022-08-12,data\edgar\filings\FOX_2021.txt,30000,item1_extracted,ok
FOX,2023,2024-08-08,data\edgar\filings\FOX_2023.txt,30000,item1_extracted,ok
FOXA,2019,2020-08-10,data\edgar\filings\FOXA_2019.txt,30000,item1_extracted,ok
FOXA,2021,2022-08-12,data\edgar\filings\FOXA_2021.txt,30000,item1_extracted,ok
FOXA,2023,2024-08-08,data\edgar\filings\FOXA_2023.txt,30000,item1_extracted,ok
FRT,2019,2020-02-10,data\edgar\filings\FRT_2019.txt,20862,item1_extracted,ok
FRT,2021,2022-02-10,data\edgar\filings\FRT_2021.txt,24252,item1_extracted,ok
FRT,2023,2024-02-12,data\edgar\filings\FRT_2023.txt,25479,item1_extracted,ok
FSLR,2019,2020-02-21,data\edgar\filings\FSLR_2019.txt,30000,item1_start_only,ok
FSLR,2021,2022-03-01,data\edgar\filings\FSLR_2021.txt,29999,item1_start_only,ok
FSLR,2023,2024-02-27,data\edgar\filings\FSLR_2023.txt,30000,item1_start_only,ok
FTNT,2019,2020-02-26,data\edgar\filings\FTNT_2019.txt,30000,item1_extracted,ok
FTNT,2021,2022-02-25,data\edgar\filings\FTNT_2021.txt,30000,item1_extracted,ok
FTNT,2023,2024-02-26,data\edgar\filings\FTNT_2023.txt,30000,item1_extracted,ok
FTV,2019,2020-02-27,data\edgar\filings\FTV_2019.txt,3821,item1_extracted,ok
FTV,2021,2022-03-01,data\edgar\filings\FTV_2021.txt,3853,item1_extracted,ok
FTV,2023,2024-02-27,data\edgar\filings\FTV_2023.txt,4150,item1_extracted,ok
GD,2019,2020-02-10,data\edgar\filings\GD_2019.txt,30000,item1_extracted,ok
GD,2021,2022-02-09,data\edgar\filings\GD_2021.txt,30000,item1_extracted,ok
GD,2023,2024-02-08,data\edgar\filings\GD_2023.txt,30000,item1_extracted,ok
GDDY,2019,2020-02-21,data\edgar\filings\GDDY_2019.txt,30000,item1_extracted,ok
GDDY,2021,2022-02-17,data\edgar\filings\GDDY_2021.txt,30000,item1_extracted,ok
GDDY,2023,2024-02-29,data\edgar\filings\GDDY_2023.txt,30000,item1_extracted,ok
GE,2019,2020-02-24,data\edgar\filings\GE_2019.txt,3291,cached,ok
GE,2021,2022-02-11,data\edgar\filings\GE_2021.txt,3498,cached,ok
GE,2023,2024-02-02,data\edgar\filings\GE_2023.txt,3668,cached,ok
GEHC,2023,2024-02-06,data\edgar\filings\GEHC_2023.txt,30000,item1_extracted,ok
GEN,2019,2020-05-28,data\edgar\filings\GEN_2019.txt,3397,item1_extracted,ok
GEN,2021,2022-05-20,data\edgar\filings\GEN_2021.txt,3462,item1_extracted,ok
GEN,2023,2024-05-16,data\edgar\filings\GEN_2023.txt,4005,item1_extracted,ok
GILD,2019,2020-02-25,data\edgar\filings\GILD_2019.txt,13852,item1_extracted,ok
GILD,2021,2022-02-23,data\edgar\filings\GILD_2021.txt,30000,item1_extracted,ok
GILD,2023,2024-02-23,data\edgar\filings\GILD_2023.txt,1982,item1_extracted,ok
GIS,2019,2020-07-02,data\edgar\filings\GIS_2019.txt,24001,item1_extracted,ok
GIS,2021,2022-06-30,data\edgar\filings\GIS_2021.txt,23608,item1_extracted,ok
GIS,2023,2024-06-26,data\edgar\filings\GIS_2023.txt,23018,item1_extracted,ok
GL,2019,2020-02-27,data\edgar\filings\GL_2019.txt,13249,item1_extracted,ok
